系统邮件主键	有效标志位	系统署名（不能超过20个汉字）	邮件标题（不能超过20个汉字）	邮件内容(通配符最多支持7个)换行：<Enter>（不能超过1000个汉字）	附加金钱	附加铜币	附加贡献	附加元宝	附加绑定元宝	附加师德	附加其他货币	附加其他货币	附加道具ID类型（绑定与否）	附加道具ID	附加道具数量	附加道具ID类型	附加道具ID	附加道具数量	附加道具ID类型	附加道具ID	附加道具数量	附加道具ID类型	附加道具ID	附加道具数量 
4003	1	"|C|系统|T|長生訣"	"|C|帮派排名|T|幫派排名"	"|C|您的帮派在帮派排行中名次低于24名，故不能获得每周帮派官员工资奖励，望再接再厉！|T|您的幫派在幫派排行中名次低於24名，故不能獲得每週幫派官員工資獎勵，望再接再厲！"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4004	1	"|C|系统|T|長生訣"	"|C|帮派排名|T|幫派排名"	"|C|您的帮派在帮派排行中名次低于24名，故不能获得每周帮派官员工资奖励，望再接再厉！|T|您的幫派在幫派排行中名次低於24名，故不能獲得每週幫派官員工資獎勵，望再接再厲！"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4005	1	"|C|帮派总管|T|幫派總管"	"|C|帮主继承规则|T|幫主繼承規則"	"|C|您已经<color=#00ab37>超过2天</color>没有上线了！帮中群龙无首，很容易造成帮派衰落。帮派需要您的悉心打理，才能繁荣昌盛！<Enter><Enter>温馨提示，若<color=#00ab37>超过3天</color>没上线，帮主职位将有可能被其他帮众<color=#00ab37>继承</color>。|T|您已經<color=#00ab37>超過2天</color>沒有上線了！幫中群龍無首，很容易造成幫派衰落。幫派需要您的悉心打理，才能繁榮昌盛！<Enter><Enter>溫馨提示，若<color=#00ab37>超過3天</color>沒上線，幫主職位將有可能被其他幫眾<color=#00ab37>繼承</color>。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4006	1	"|C|帮派总管|T|幫派總管"	"|C|帮主继承规则|T|幫主繼承規則"	"|C|你们的帮主云游四海，已经<color=#00ab37>连续3天</color>没上线了。现在开始帮主继承流程。<Enter><color=#00ab37>第一个5:00开始</color>，帮派内地位最高的帮众，可点击继承按钮继承帮主<Enter><color=#00ab37>第一个20:00开始</color>，帮派内地位前五的帮众都有资格继承帮主，谁手快谁就是下一任帮主！<Enter><Enter>帮派地位说明：<Enter>离线时长超过2天的帮众地位最低，忽略不计<Enter>优先按帮派<color=#00ab37>职位排序</color>：帮主>副帮主>护法>堂主>精英>普通帮众。<Enter>职位相同的帮众之间，<color=#00ab37>历史帮贡</color>越高其地位也越高！|T|你們的幫主雲遊四海，已經<color=#00ab37>連續3天</color>沒上線了。現在開始幫主繼承流程。<Enter><color=#00ab37>第一個5:00開始</color>，幫派內地位最高的幫眾，可點擊繼承按鈕繼承幫主<Enter><color=#00ab37>第一個20:00開始</color>，幫派內地位前五的幫眾都有資格繼承幫主，誰手快誰就是下一任幫主！<Enter><Enter>幫派地位說明：<Enter>離線時長超過2天的幫眾地位最低，忽略不計<Enter>優先按幫派<color=#00ab37>職位排序</color>：幫主>副幫主>護法>堂主>精英>普通幫眾。<Enter>職位相同的幫眾之間，<color=#00ab37>歷史幫貢</color>越高其地位也越高！"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4901	1	"|C|竞技场|T|競技場"	"|C|竞技场奖励|T|競技場獎勵"	"|C|恭喜您在竞技场中的排名提高到第1501~2000名！<Enter>特此送上大礼一份！|T|恭喜您在競技場中的排名提高到第1501~2000名！<Enter>特此送上大禮一份！"	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4902	1	"|C|竞技场|T|競技場"	"|C|竞技场奖励|T|競技場獎勵"	"|C|恭喜您在竞技场中的排名提高到第1001~1500名！<Enter>特此送上大礼一份！|T|恭喜您在競技場中的排名提高到第1001~1500名！<Enter>特此送上大禮一份！"	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4903	1	"|C|竞技场|T|競技場"	"|C|竞技场奖励|T|競技場獎勵"	"|C|恭喜您在竞技场中的排名提高到第501~1000名以内！<Enter>特此送上大礼一份！|T|恭喜您在競技場中的排名提高到第501~1000名以內！<Enter>特此送上大禮一份！"	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4904	1	"|C|竞技场|T|競技場"	"|C|竞技场奖励|T|競技場獎勵"	"|C|恭喜您在竞技场中的排名提高到第201~500名！<Enter>特此送上大礼一份！|T|恭喜您在競技場中的排名提高到第201~500名！<Enter>特此送上大禮一份！"	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4905	1	"|C|竞技场|T|競技場"	"|C|竞技场奖励|T|競技場獎勵"	"|C|恭喜您在竞技场中的排名提高到第101~200名！<Enter>特此送上大礼一份！|T|恭喜您在競技場中的排名提高到第101~200名！<Enter>特此送上大禮一份！"	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4906	1	"|C|竞技场|T|競技場"	"|C|竞技场奖励|T|競技場獎勵"	"|C|恭喜您在竞技场中的排名提高到第11~100名！<Enter>特此送上大礼一份！|T|恭喜您在競技場中的排名提高到第11~100名！<Enter>特此送上大禮一份！"	0	0	0	0	0	0	0	0	1	411100108	10	0	0	0	0	0	0	0	0	0
4907	1	"|C|竞技场|T|競技場"	"|C|竞技场奖励|T|競技場獎勵"	"|C|恭喜您在竞技场中的排名提高到第2~10名！<Enter>特此送上大礼一份！|T|恭喜您在競技場中的排名提高到第2~10名！<Enter>特此送上大禮一份！"	0	0	0	0	0	0	0	0	1	411100108	10	0	0	0	0	0	0	0	0	0
4908	1	"|C|竞技场|T|競技場"	"|C|竞技场奖励|T|競技場獎勵"	"|C|恭喜您在竞技场中的排名提高到第2名！<Enter>特此送上大礼一份！|T|恭喜您在競技場中的排名提高到第2名！<Enter>特此送上大禮一份！"	0	0	0	0	0	0	0	0	1	411100108	10	0	0	0	0	0	0	0	0	0
4909	1	"|C|竞技场|T|競技場"	"|C|竞技场奖励|T|競技場獎勵"	"|C|恭喜您在竞技场中的排名提高到第1名！<Enter>特此送上大礼一份！|T|恭喜您在競技場中的排名提高到第1名！<Enter>特此送上大禮一份！"	0	0	0	0	0	0	0	0	1	411100108	10	0	0	0	0	0	0	0	0	0
4910	1	"|C|竞技场|T|競技場"	"|C|竞技场排名奖励|T|競技場排名獎勵"	"|C|您今日的竞技场排名在2001~3000之间！<Enter>获得对应排名的奖励，请通过邮件领取！|T|您今日的競技場排名在2001~3000之間！<Enter>獲得對應排名的獎勵，請通過郵件領取！"	0	0	0	0	0	0	0	0	0	324400010	1	0	0	0	0	0	0	0	0	0
4911	1	"|C|竞技场|T|競技場"	"|C|竞技场排名奖励|T|競技場排名獎勵"	"|C|您今日的竞技场排名在1501~2000之间！<Enter>获得对应排名的奖励，请通过邮件领取！|T|您今日的競技場排名在1501~2000之間！<Enter>獲得對應排名的獎勵，請通過郵件領取！"	0	0	0	0	0	0	0	0	0	324400009	1	0	0	0	0	0	0	0	0	0
4912	1	"|C|竞技场|T|競技場"	"|C|竞技场排名奖励|T|競技場排名獎勵"	"|C|您今日的竞技场排名在1001~1500之间！<Enter>获得对应排名的奖励，请通过邮件领取！|T|您今日的競技場排名在1001~1500之間！<Enter>獲得對應排名的獎勵，請通過郵件領取！"	0	0	0	0	0	0	0	0	0	324400008	1	0	0	0	0	0	0	0	0	0
4913	1	"|C|竞技场|T|競技場"	"|C|竞技场排名奖励|T|競技場排名獎勵"	"|C|您今日的竞技场排名在501~1000之间！<Enter>获得对应排名的奖励，请通过邮件领取！|T|您今日的競技場排名在501~1000之間！<Enter>獲得對應排名的獎勵，請通過郵件領取！"	0	0	0	0	0	0	0	0	0	324400007	1	0	0	0	0	0	0	0	0	0
4914	1	"|C|竞技场|T|競技場"	"|C|竞技场排名奖励|T|競技場排名獎勵"	"|C|您今日的竞技场排名在201~500之间！<Enter>获得对应排名的奖励，请通过邮件领取！|T|您今日的競技場排名在201~500之間！<Enter>獲得對應排名的獎勵，請通過郵件領取！"	0	0	0	0	0	0	0	0	0	324400006	1	0	0	0	0	0	0	0	0	0
4915	1	"|C|竞技场|T|競技場"	"|C|竞技场排名奖励|T|競技場排名獎勵"	"|C|您今日的竞技场排名在101~200之间！<Enter>获得对应排名的奖励，请通过邮件领取！|T|您今日的競技場排名在101~200之間！<Enter>獲得對應排名的獎勵，請通過郵件領取！"	0	0	0	0	0	0	0	0	0	324400005	1	0	0	0	0	0	0	0	0	0
4916	1	"|C|竞技场|T|競技場"	"|C|竞技场排名奖励|T|競技場排名獎勵"	"|C|您今日的竞技场排名在11~100之间！<Enter>获得对应排名的奖励，请通过邮件领取！|T|您今日的競技場排名在11~100之間！<Enter>獲得對應排名的獎勵，請通過郵件領取！"	0	0	0	0	0	0	0	0	0	324400004	1	1	411100108	1	0	0	0	0	0	0
4917	1	"|C|竞技场|T|競技場"	"|C|竞技场排名奖励|T|競技場排名獎勵"	"|C|您今日的竞技场排名在4~10之间！<Enter>获得对应排名的奖励，请通过邮件领取！|T|您今日的競技場排名在4~10之間！<Enter>獲得對應排名的獎勵，請通過郵件領取！"	0	0	0	0	0	0	0	0	0	324400003	1	1	411100108	2	0	0	0	0	0	0
4918	1	"|C|竞技场|T|競技場"	"|C|竞技场排名奖励|T|競技場排名獎勵"	"|C|您今日的竞技场排名在2~3之间！<Enter>获得对应排名的奖励，请通过邮件领取！|T|您今日的競技場排名在2~3之間！<Enter>獲得對應排名的獎勵，請通過郵件領取！"	0	0	0	0	0	0	0	0	0	324400002	1	1	411100108	4	0	0	0	0	0	0
4919	1	"|C|竞技场|T|競技場"	"|C|竞技场排名奖励|T|競技場排名獎勵"	"|C|您今日的竞技场排名为第1名！<Enter>获得对应排名的奖励，请通过邮件领取！|T|您今日的競技場排名為第1名！<Enter>獲得對應排名的獎勵，請通過郵件領取！"	0	0	0	0	0	0	0	0	0	324400001	1	1	411100108	6	0	0	0	0	0	0
5001	1	"|C|系统|T|長生訣"	"|C|聚宝盆奖池通知|T|聚寶盆獎池通知"	"|C|恭喜您在聚宝盆的奖池抽奖中天降鸿福，砸中%s等奖，共同瓜分聚宝盆累积奖池奖励，总共拿到%s的元宝大奖！|T|恭喜您在聚寶盆的獎池抽獎中天降鴻福，砸中%s等獎，共同瓜分聚寶盆累積獎池獎勵，總共拿到%s的元寶大獎！"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6101	1	"|C|开服排行榜|T|開服排行榜"	"|C|长生榜-第1名奖励|T|長生榜-第1名獎勵"	"|C|恭喜您在开服排行榜-长生榜中获得第1名！<Enter>获得至尊奖励，请及时领取！|T|恭喜您在開服排行榜-長生榜中獲得第1名！<Enter>獲得至尊獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251741	1	0	0	0	0	0	0	0	0	0
6102	1	"|C|开服排行榜|T|開服排行榜"	"|C|长生榜-第2名奖励|T|長生榜-第2名獎勵"	"|C|恭喜您在开服排行榜-长生榜中获得第2名！<Enter>获得2级奖励，请及时领取！|T|恭喜您在開服排行榜-長生榜中獲得第2名！<Enter>獲得2級獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251789	1	0	0	0	0	0	0	0	0	0
6103	1	"|C|开服排行榜|T|開服排行榜"	"|C|长生榜-第3名奖励|T|長生榜-第3名獎勵"	"|C|恭喜您在开服排行榜-长生榜中获得第3名！<Enter>获得3级奖励，请及时领取！|T|恭喜您在開服排行榜-長生榜中獲得第3名！<Enter>獲得3級獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251790	1	0	0	0	0	0	0	0	0	0
6104	1	"|C|开服排行榜|T|開服排行榜"	"|C|长生榜-第4名奖励|T|長生榜-第4名獎勵"	"|C|恭喜您在开服排行榜-长生榜中获得第4名！<Enter>获得4级奖励，请及时领取！|T|恭喜您在開服排行榜-長生榜中獲得第4名！<Enter>獲得4級獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251791	1	0	0	0	0	0	0	0	0	0
6105	1	"|C|开服排行榜|T|開服排行榜"	"|C|长生榜-第5名奖励|T|長生榜-第5名獎勵"	"|C|恭喜您在开服排行榜-长生榜中获得第5名！<Enter>获得5级奖励，请及时领取！|T|恭喜您在開服排行榜-長生榜中獲得第5名！<Enter>獲得5級獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251742	1	0	0	0	0	0	0	0	0	0
6106	1	"|C|开服排行榜|T|開服排行榜"	"|C|长生榜-前10名奖励|T|長生榜-前10名獎勵"	"|C|恭喜您在开服排行榜-长生榜中获得前10名！<Enter>获得6级奖励，请及时领取！|T|恭喜您在開服排行榜-長生榜中獲得前10名！<Enter>獲得6級獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251743	1	0	0	0	0	0	0	0	0	0
6107	1	"|C|开服排行榜|T|開服排行榜"	"|C|长生榜-前20名奖励|T|長生榜-前20名獎勵"	"|C|恭喜您在开服排行榜-长生榜中获得前20名！<Enter>获得7级奖励，请及时领取！|T|恭喜您在開服排行榜-長生榜中獲得前20名！<Enter>獲得7級獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251744	1	0	0	0	0	0	0	0	0	0
6201	1	"|C|开服排行榜|T|開服排行榜"	"|C|强化榜-第1名奖励|T|強化榜-第1名獎勵"	"|C|恭喜您在开服排行榜-强化榜中获得第1名！<Enter>获得至尊奖励，请及时领取！|T|恭喜您在開服排行榜-強化榜中獲得第1名！<Enter>獲得至尊獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251745	1	0	0	0	0	0	0	0	0	0
6202	1	"|C|开服排行榜|T|開服排行榜"	"|C|强化榜-前5名奖励|T|強化榜-前5名獎勵"	"|C|恭喜您在开服排行榜-强化榜中获得前5名！<Enter>获得2级奖励，请及时领取！|T|恭喜您在開服排行榜-強化榜中獲得前5名！<Enter>獲得2級獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251746	1	0	0	0	0	0	0	0	0	0
6203	1	"|C|开服排行榜|T|開服排行榜"	"|C|强化榜-前10名奖励|T|強化榜-前10名獎勵"	"|C|恭喜您在开服排行榜-强化榜中获得前10名！<Enter>获得3级奖励，请及时领取！|T|恭喜您在開服排行榜-強化榜中獲得前10名！<Enter>獲得3級獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251747	1	0	0	0	0	0	0	0	0	0
6204	1	"|C|开服排行榜|T|開服排行榜"	"|C|强化榜-前20名奖励|T|強化榜-前20名獎勵"	"|C|恭喜您在开服排行榜-强化榜中获得前20名！<Enter>获得4级奖励，请及时领取！|T|恭喜您在開服排行榜-強化榜中獲得前20名！<Enter>獲得4級獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251748	1	0	0	0	0	0	0	0	0	0
6301	1	"|C|开服排行榜|T|開服排行榜"	"|C|宝石榜-第1名奖励|T|寶石榜-第1名獎勵"	"|C|恭喜您在开服排行榜-宝石榜中获得第1名！<Enter>获得至尊奖励，请及时领取！|T|恭喜您在開服排行榜-寶石榜中獲得第1名！<Enter>獲得至尊獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251749	1	0	0	0	0	0	0	0	0	0
6302	1	"|C|开服排行榜|T|開服排行榜"	"|C|宝石榜-前5名奖励|T|寶石榜-前5名獎勵"	"|C|恭喜您在开服排行榜-宝石榜中获得前5名！<Enter>获得2级奖励，请及时领取！|T|恭喜您在開服排行榜-寶石榜中獲得前5名！<Enter>獲得2級獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251750	1	0	0	0	0	0	0	0	0	0
6303	1	"|C|开服排行榜|T|開服排行榜"	"|C|宝石榜-前10名奖励|T|寶石榜-前10名獎勵"	"|C|恭喜您在开服排行榜-宝石榜中获得前10名！<Enter>获得3级奖励，请及时领取！|T|恭喜您在開服排行榜-寶石榜中獲得前10名！<Enter>獲得3級獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251751	1	0	0	0	0	0	0	0	0	0
6304	1	"|C|开服排行榜|T|開服排行榜"	"|C|宝石榜-前20名奖励|T|寶石榜-前20名獎勵"	"|C|恭喜您在开服排行榜-宝石榜中获得前20名！<Enter>获得4级奖励，请及时领取！|T|恭喜您在開服排行榜-寶石榜中獲得前20名！<Enter>獲得4級獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251752	1	0	0	0	0	0	0	0	0	0
6401	1	"|C|开服排行榜|T|開服排行榜"	"|C|灵宠榜-第1名奖励|T|靈寵榜-第1名獎勵"	"|C|恭喜您在开服排行榜-灵宠榜中获得第1名！<Enter>获得至尊奖励，请及时领取！|T|恭喜您在開服排行榜-靈寵榜中獲得第1名！<Enter>獲得至尊獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251753	1	0	0	0	0	0	0	0	0	0
6402	1	"|C|开服排行榜|T|開服排行榜"	"|C|灵宠榜-前5名奖励|T|靈寵榜-前5名獎勵"	"|C|恭喜您在开服排行榜-灵宠榜中获得前5名！<Enter>获得2级奖励，请及时领取！|T|恭喜您在開服排行榜-靈寵榜中獲得前5名！<Enter>獲得2級獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251754	1	0	0	0	0	0	0	0	0	0
6403	1	"|C|开服排行榜|T|開服排行榜"	"|C|灵宠榜-前10名奖励|T|靈寵榜-前10名獎勵"	"|C|恭喜您在开服排行榜-灵宠榜中获得前10名！<Enter>获得3级奖励，请及时领取！|T|恭喜您在開服排行榜-靈寵榜中獲得前10名！<Enter>獲得3級獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251755	1	0	0	0	0	0	0	0	0	0
6404	1	"|C|开服排行榜|T|開服排行榜"	"|C|灵宠榜-前20名奖励|T|靈寵榜-前20名獎勵"	"|C|恭喜您在开服排行榜-灵宠榜中获得前20名！<Enter>获得4级奖励，请及时领取！|T|恭喜您在開服排行榜-靈寵榜中獲得前20名！<Enter>獲得4級獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251756	1	0	0	0	0	0	0	0	0	0
6501	1	"|C|开服排行榜|T|開服排行榜"	"|C|修为榜-第1名奖励|T|修為榜-第1名獎勵"	"|C|恭喜您在开服排行榜-修为榜中获得第1名！<Enter>获得至尊奖励，请及时领取！|T|恭喜您在開服排行榜-修為榜中獲得第1名！<Enter>獲得至尊獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251757	1	0	0	0	0	0	0	0	0	0
6502	1	"|C|开服排行榜|T|開服排行榜"	"|C|修为榜-前5名奖励|T|修為榜-前5名獎勵"	"|C|恭喜您在开服排行榜-修为榜中获得前5名！<Enter>获得2级奖励，请及时领取！|T|恭喜您在開服排行榜-修為榜中獲得前5名！<Enter>獲得2級獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251758	1	0	0	0	0	0	0	0	0	0
6503	1	"|C|开服排行榜|T|開服排行榜"	"|C|修为榜-前10名奖励|T|修為榜-前10名獎勵"	"|C|恭喜您在开服排行榜-修为榜中获得前10名！<Enter>获得3级奖励，请及时领取！|T|恭喜您在開服排行榜-修為榜中獲得前10名！<Enter>獲得3級獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251759	1	0	0	0	0	0	0	0	0	0
6504	1	"|C|开服排行榜|T|開服排行榜"	"|C|修为榜-前20名奖励|T|修為榜-前20名獎勵"	"|C|恭喜您在开服排行榜-修为榜中获得前20名！<Enter>获得4级奖励，请及时领取！|T|恭喜您在開服排行榜-修為榜中獲得前20名！<Enter>獲得4級獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251760	1	0	0	0	0	0	0	0	0	0
6601	1	"|C|开服排行榜|T|開服排行榜"	"|C|魅力排行榜-第1名奖励|T|魅力排行榜-第1名獎勵"	"|C|恭喜您在开服排行榜-魅力排行榜中获得第1名！<Enter>获得至尊奖励，请及时领取！|T|恭喜您在開服排行榜-魅力排行榜中獲得第1名！<Enter>獲得至尊獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251761	1	0	0	0	0	0	0	0	0	0
6602	1	"|C|开服排行榜|T|開服排行榜"	"|C|魅力排行榜-前5名奖励|T|魅力排行榜-前5名獎勵"	"|C|恭喜您在开服排行榜-魅力排行榜中获得前5名！<Enter>获得2级奖励，请及时领取！|T|恭喜您在開服排行榜-魅力排行榜中獲得前5名！<Enter>獲得2級獎勵，請及時領取！"	0	0	0	0	0	0	0	0	1	310251762	1	0	0	0	0	0	0	0	0	0
