灵宠技能ID	技能等级	有效标志位	类型（0天赋、1金、2木、3水、4火、5土、6天（光）、7地（暗），大于1000为兽诀，客户端显示用）	颜色（0白，1绿，2蓝，3紫，4橙）	学习类型（同类型的学习上限共同）	学习上限	升级消耗道具	升级消耗道具数量	技能名字	出战对应技能ID	出战对应技能等级	出战属性池	技能释放几率	技能类型，0自动，1被动，2天赋	针对目标，位域：0无效，1灵宠，2主角	不出战对应属性池ID	灵宠等级要求	111标准剑客-该技能对此职业的修为	121高血-该技能对此职业的修为	131高防-该技能对此职业的修为	141高攻-该技能对此职业的修为	是否奥义	奥义转化技能（普通就填奥义，奥义就填普通）	奥义转化几率	出战技能描述	不战技能描述	技能图标前景	技能图标	是否合体技能 
36040	9	1	0	3	1	1	410300002	20	中级庇护	0	0	93604009	10000	1	2	0	4160	11747	11747	11747	11747	0	0	0	提升主人25%+2578点防御	提升主人25%+2578点防御	0	partner01_503	1
36050	9	1	0	4	1	1	410300002	40	高级祝福	0	0	93605009	10000	1	2	0	4160	31412	31412	31412	31412	0	0	0	提升主人32%+9555点攻击	提升主人32%+9555点攻击	0	partner01_026	1
36060	9	1	0	4	1	1	410300002	40	高级庇护	0	0	93606009	10000	1	2	0	4160	31412	31412	31412	31412	0	0	0	提升主人32%+4777点防御	提升主人32%+4777点防御	0	partner01_503	1
37010	9	1	0	2	1	1	410300002	10	低级治疗	23305	17	0	10000	0	1	93701029	4160	3816	3816	3816	3816	0	0	0	恢复灵宠自身5%+80011点生命，冷却15秒	主角被击法球：恢复5%+80011点生命，冷却15秒	0	partner01_303	1
37020	9	1	0	2	1	1	410300002	10	低级血祭	23012	17	0	10000	0	2	93701029	4160	3816	3816	3816	3816	0	0	0	将自身当前血量的13%转给主人，冷却15秒	主角被击法球：恢复5%+80011点生命，冷却15秒	0	partner01_028	1
37040	9	1	0	2	1	1	410300002	10	低级鼓舞	23021	17	0	10000	0	1	93704029	4160	3816	3816	3816	3816	0	0	0	增加自身60%+8146攻击，持续5秒，冷却15秒	主角攻击法球：增加自身60%+8146攻击，持续5秒，冷却15秒	0	partner01_104	1
37050	9	1	0	2	1	1	410300002	10	低级战歌	23022	17	0	10000	0	1	93705029	4160	3816	3816	3816	3816	0	0	0	增加自身60%+4073防御，持续5秒，冷却15秒	主角被击法球：增加自身60%+4073防御，持续5秒，冷却15秒	0	partner01_601	1
37070	9	1	0	2	1	1	410300002	10	低级精准	23024	17	0	10000	0	1	93707029	4160	3816	3816	3816	3816	0	0	0	增加自身47%+1845命中，持续5秒，冷却15秒	主角攻击法球：增加自身47%+1845命中，持续5秒，冷却15秒	0	partner01_106	1
37080	9	1	0	3	1	1	410300002	20	中级治疗	23305	28	0	10000	0	1	93708029	4160	11747	11747	11747	11747	0	0	0	恢复灵宠自身5%+180870点生命，冷却15秒	主角被击法球：恢复5%+180870点生命，冷却15秒	0	partner01_303	1
37090	9	1	0	3	1	1	410300002	20	中级血祭	23012	28	0	10000	0	2	93708029	4160	11747	11747	11747	11747	0	0	0	将自身当前血量的18.5%转给主人，冷却15秒	主角被击法球：恢复5%+180870点生命，冷却15秒	0	partner01_028	1
37110	9	1	0	3	1	1	410300002	20	中级鼓舞	23021	28	0	10000	0	1	93711029	4160	11747	11747	11747	11747	0	0	0	增加自身75%+15468攻击，持续5秒，冷却15秒	主角攻击法球：增加自身75%+15468攻击，持续5秒，冷却15秒	0	partner01_104	1
37120	9	1	0	3	1	1	410300002	20	中级战歌	23022	28	0	10000	0	1	93712029	4160	11747	11747	11747	11747	0	0	0	增加自身75%+7734防御，持续5秒，冷却15秒	主角被击法球：增加自身75%+7734防御，持续5秒，冷却15秒	0	partner01_601	1
37140	9	1	0	3	1	1	410300002	20	中级精准	23024	28	0	10000	0	1	93714029	4160	11747	11747	11747	11747	0	0	0	增加自身53%+2740命中，持续5秒，冷却15秒	主角攻击法球：增加自身53%+2740命中，持续5秒，冷却15秒	0	partner01_106	1
37150	9	1	0	4	1	1	410300002	40	高级治疗	23305	40	0	10000	0	1	93715029	4160	31412	31412	31412	31412	0	0	0	恢复灵宠自身5%+428991点生命，冷却15秒	主角被击法球：恢复5%+428991点生命，冷却15秒	0	partner01_303	1
37160	9	1	0	4	1	1	410300002	40	高级血祭	23012	40	0	10000	0	2	93715029	4160	31412	31412	31412	31412	0	0	0	将自身当前血量的24.5%转给主人，冷却15秒	主角被击法球：恢复5%+428991点生命，冷却15秒	0	partner01_028	1
37180	9	1	0	4	1	1	410300002	40	高级鼓舞	23021	40	0	10000	0	1	93718029	4160	31412	31412	31412	31412	0	0	0	增加自身98%+28666攻击，持续5秒，冷却15秒	主角攻击法球：增加自身98%+28666攻击，持续5秒，冷却15秒	0	partner01_104	1
37190	9	1	0	4	1	1	410300002	40	高级战歌	23022	40	0	10000	0	1	93719029	4160	31412	31412	31412	31412	0	0	0	增加自身98%+14333防御，持续5秒，冷却15秒	主角被击法球：增加自身98%+14333防御，持续5秒，冷却15秒	0	partner01_601	1
37210	9	1	0	4	1	1	410300002	40	高级精准	23024	40	0	10000	0	1	93721029	4160	31412	31412	31412	31412	0	0	0	增加自身59%+5664命中，持续5秒，冷却15秒	主角攻击法球：增加自身59%+5664命中，持续5秒，冷却15秒	0	partner01_106	1
31010	10	1	0	2	999	1	-1	0	低级炎皇火刹	23401	19	0	10000	0	0	93101030	0	4162	4162	4162	4162	0	0	0	对目标造成239%双攻击+8201点伤害，冷却15秒	主角攻击法球：对目标造成239%双攻击+8201点伤害，冷却15秒	0	partner01_405	1
31020	10	1	0	2	999	1	-1	0	低级狂击	23005	19	0	10000	0	0	93102030	0	4162	4162	4162	4162	0	0	0	对目标造成95%双攻击+3270点伤害，冷却6秒	主角攻击法球：对目标造成95%双攻击+3270点伤害，冷却6秒	0	partner01_101	1
31030	10	1	0	2	999	1	-1	0	低级离火之灼	23502	19	0	10000	0	0	93103030	0	4162	4162	4162	4162	0	0	0	对目标造成76%双攻击+2620点伤害，冷却12秒	主角攻击法球：对目标造成76%双攻击+2620点伤害，冷却12秒	0	partner01_402	1
31040	10	1	0	3	999	1	-1	0	中级炎皇火刹	23401	31	0	10000	0	0	93104030	0	12975	12975	12975	12975	0	0	0	对目标造成338%双攻击+17719点伤害，冷却15秒	主角攻击法球：对目标造成338%双攻击+17719点伤害，冷却15秒	0	partner01_405	1
31050	10	1	0	3	999	1	-1	0	中级狂击	23005	31	0	10000	0	0	93105030	0	12975	12975	12975	12975	0	0	0	对目标造成135%双攻击+7093点伤害，冷却6秒	主角攻击法球：对目标造成135%双攻击+7093点伤害，冷却6秒	0	partner01_101	1
31060	10	1	0	3	999	1	-1	0	中级离火之灼	23502	31	0	10000	0	0	93106030	0	12975	12975	12975	12975	0	0	0	对目标造成108%双攻击+5653点伤害，冷却12秒	主角攻击法球：对目标造成108%双攻击+5653点伤害，冷却12秒	0	partner01_402	1
31070	10	1	0	4	999	1	-1	0	高级炎皇火刹	23401	44	0	10000	0	0	93107030	0	34825	34825	34825	34825	0	0	0	对目标造成413%双攻击+31945点伤害，冷却15秒	主角攻击法球：对目标造成413%双攻击+31945点伤害，冷却15秒	0	partner01_405	1
31080	10	1	0	4	999	1	-1	0	高级狂击	23005	44	0	10000	0	0	93108030	0	34825	34825	34825	34825	0	0	0	对目标造成165%双攻击+12786点伤害，冷却6秒	主角攻击法球：对目标造成165%双攻击+12786点伤害，冷却6秒	0	partner01_101	1
31090	10	1	0	4	999	1	-1	0	高级离火之灼	23502	44	0	10000	0	0	93109030	0	34825	34825	34825	34825	0	0	0	对目标造成132%双攻击+10198点伤害，冷却12秒	主角攻击法球：对目标造成132%双攻击+10198点伤害，冷却12秒	0	partner01_402	1
31100	10	1	0	4	999	1	-1	0	高级天罡雷罚	23602	44	0	10000	0	0	93110030	0	34825	34825	34825	34825	0	0	0	造成目标最大生命值5%+476543点真实伤害，冷却15秒（对怪物无效）	主角攻击法球：造成目标最大生命值5%+476543点真实伤害，冷却15秒（对怪物无效）	0	partner01_602	1
31110	10	1	0	4	999	1	-1	0	高级三尸狱蛊	23702	44	0	10000	0	0	93111030	0	34825	34825	34825	34825	0	0	0	对目标每秒造成39%双攻击+3052点伤害，并恢复自身1%+95308点生命，持续5秒，冷却12秒	主角攻击法球：对目标每秒造成39%双攻击+3052点伤害，并恢复自身1%+95308点生命，持续5秒，冷却12秒	0	partner01_702	1
32010	10	1	0	2	999	1	-1	0	低级震地	23006	19	0	10000	0	0	93201030	0	4162	4162	4162	4162	0	0	0	对范围内多个目标造成143%双攻击+4921点伤害，冷却15秒	主角攻击法球：对目标造成143%双攻击+4921点伤害，冷却15秒	0	partner01_022	1
32020	10	1	0	2	999	1	-1	0	低级怒浪涛天	23007	19	0	10000	0	0	93202030	0	4162	4162	4162	4162	0	0	0	对范围内多个目标造成57%双攻击+1962点伤害，冷却6秒	主角攻击法球：对目标造成57%双攻击+1962点伤害，冷却6秒	0	partner01_023	1
32030	10	1	0	2	999	1	-1	0	低级业火焚心	23404	19	0	10000	0	0	93203030	0	4162	4162	4162	4162	0	0	0	对范围内多个目标每秒造成46%双攻击+1572点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成46%双攻击+1572点伤害，持续3秒，冷却12秒	0	partner01_403	1
32040	10	1	0	3	999	1	-1	0	中级震地	23006	31	0	10000	0	0	93204030	0	12975	12975	12975	12975	0	0	0	对范围内多个目标造成203%双攻击+10631点伤害，冷却15秒	主角攻击法球：对目标造成203%双攻击+10631点伤害，冷却15秒	0	partner01_022	1
32050	10	1	0	3	999	1	-1	0	中级怒浪涛天	23007	31	0	10000	0	0	93205030	0	12975	12975	12975	12975	0	0	0	对范围内多个目标造成81%双攻击+4256点伤害，冷却6秒	主角攻击法球：对目标造成81%双攻击+4256点伤害，冷却6秒	0	partner01_023	1
32060	10	1	0	3	999	1	-1	0	中级业火焚心	23404	31	0	10000	0	0	93206030	0	12975	12975	12975	12975	0	0	0	对范围内多个目标每秒造成65%双攻击+3392点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成65%双攻击+3392点伤害，持续3秒，冷却12秒	0	partner01_403	1
32070	10	1	0	4	999	1	-1	0	高级震地	23006	44	0	10000	0	0	93207030	0	34825	34825	34825	34825	0	0	0	对范围内多个目标造成248%双攻击+19167点伤害，冷却15秒	主角攻击法球：对目标造成248%双攻击+19167点伤害，冷却15秒	0	partner01_022	1
32080	10	1	0	4	999	1	-1	0	高级怒浪涛天	23007	44	0	10000	0	0	93208030	0	34825	34825	34825	34825	0	0	0	对范围内多个目标造成99%双攻击+7672点伤害，冷却6秒	主角攻击法球：对目标造成99%双攻击+7672点伤害，冷却6秒	0	partner01_023	1
32090	10	1	0	4	999	1	-1	0	高级业火焚心	23404	44	0	10000	0	0	93209030	0	34825	34825	34825	34825	0	0	0	对范围内多个目标每秒造成79%双攻击+6119点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成79%双攻击+6119点伤害，持续3秒，冷却12秒	0	partner01_403	1
33010	10	1	0	2	999	1	-1	0	低级乱木丛生	23202	19	0	10000	0	0	93301030	0	4162	4162	4162	4162	0	0	0	对目标造成47%双攻击+1635点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成47%双攻击+1635点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
33020	10	1	0	2	999	1	-1	0	低级老树盘根	23201	19	0	10000	0	0	93302030	0	4162	4162	4162	4162	0	0	0	对目标造成119%双攻击+4100点伤害，并定身3秒，冷却15秒	主角破招法球：对目标造成119%双攻击+4100点伤害，并定身3秒，冷却15秒	0	partner01_201	1
33030	10	1	0	2	999	1	-1	0	低级木语凝噎	23204	19	0	10000	0	0	93303030	0	4162	4162	4162	4162	0	0	0	对目标造成119%双攻击+4100点伤害，并沉默2.5秒，冷却15秒	主角被击法球：对目标造成119%双攻击+4100点伤害，并沉默2.5秒，冷却15秒	0	partner01_204	1
33040	10	1	0	2	999	1	-1	0	低级巨木击顶	23203	19	0	10000	0	0	93304030	0	4162	4162	4162	4162	0	0	0	对目标造成119%双攻击+4100点伤害，并眩晕2秒，冷却15秒	主角格挡法球：对目标造成119%双攻击+4100点伤害，并眩晕2秒，冷却15秒	0	partner01_203	1
33050	10	1	0	3	999	1	-1	0	中级乱木丛生	23202	31	0	10000	0	0	93305030	0	12975	12975	12975	12975	0	0	0	对目标造成67%双攻击+3546点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成67%双攻击+3546点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
33060	10	1	0	3	999	1	-1	0	中级老树盘根	23201	31	0	10000	0	0	93306030	0	12975	12975	12975	12975	0	0	0	对目标造成169%双攻击+8859点伤害，并定身3秒，冷却15秒	主角破招法球：对目标造成169%双攻击+8859点伤害，并定身3秒，冷却15秒	0	partner01_201	1
33070	10	1	0	3	999	1	-1	0	中级木语凝噎	23204	31	0	10000	0	0	93307030	0	12975	12975	12975	12975	0	0	0	对目标造成169%双攻击+8859点伤害，并沉默2.5秒，冷却15秒	主角被击法球：对目标造成169%双攻击+8859点伤害，并沉默2.5秒，冷却15秒	0	partner01_204	1
33080	10	1	0	3	999	1	-1	0	中级巨木击顶	23203	31	0	10000	0	0	93308030	0	12975	12975	12975	12975	0	0	0	对目标造成169%双攻击+8859点伤害，并眩晕2秒，冷却15秒	主角格挡法球：对目标造成169%双攻击+8859点伤害，并眩晕2秒，冷却15秒	0	partner01_203	1
33090	10	1	0	4	999	1	-1	0	高级乱木丛生	23202	44	0	10000	0	0	93309030	0	34825	34825	34825	34825	0	0	0	对目标造成82%双攻击+6393点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成82%双攻击+6393点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
33100	10	1	0	4	999	1	-1	0	高级老树盘根	23201	44	0	10000	0	0	93310030	0	34825	34825	34825	34825	0	0	0	对目标造成206%双攻击+15972点伤害，并定身3秒，冷却15秒	主角破招法球：对目标造成206%双攻击+15972点伤害，并定身3秒，冷却15秒	0	partner01_201	1
33110	10	1	0	4	999	1	-1	0	高级木语凝噎	23204	44	0	10000	0	0	93311030	0	34825	34825	34825	34825	0	0	0	对目标造成206%双攻击+15972点伤害，并沉默2.5秒，冷却15秒	主角被击法球：对目标造成206%双攻击+15972点伤害，并沉默2.5秒，冷却15秒	0	partner01_204	1
33120	10	1	0	4	999	1	-1	0	高级巨木击顶	23203	44	0	10000	0	0	93312030	0	34825	34825	34825	34825	0	0	0	对目标造成206%双攻击+15972点伤害，并眩晕2秒，冷却15秒	主角格挡法球：对目标造成206%双攻击+15972点伤害，并眩晕2秒，冷却15秒	0	partner01_203	1
34010	10	1	0	2	999	1	-1	0	低级群嘲	23008	19	0	10000	0	0	93401030	0	4162	4162	4162	4162	0	0	0	嘲讽周围多个怪物，增加自身40%+2842点防御，持续3秒，冷却10秒	主角被击法玩：嘲讽目标，并增加自身40%+2842点防御，持续3秒，冷却10秒	0	partner01_002	1
34020	10	1	0	3	999	1	-1	0	中级群嘲	23008	31	0	10000	0	0	93402030	0	12975	12975	12975	12975	0	0	0	嘲讽周围多个怪物，增加自身55%+5994点防御，持续3秒，冷却10秒	主角被击法玩：嘲讽目标，并增加自身55%+5994点防御，持续3秒，冷却10秒	0	partner01_002	1
34030	10	1	0	4	999	1	-1	0	高级群嘲	23008	44	0	10000	0	0	93403030	0	34825	34825	34825	34825	0	0	0	嘲讽周围多个怪物，增加自身65%+10049点防御，持续3秒，冷却10秒	主角被击法玩：嘲讽目标，并增加自身65%+10049点防御，持续3秒，冷却10秒	0	partner01_401	1
35010	10	1	0	2	999	1	-1	0	低级虚弱	23013	19	0	10000	0	0	93501030	0	4162	4162	4162	4162	0	0	0	减少目标60%+8529点攻击，持续5秒，冷却15秒	主角被击法球：减少目标60%+8529点攻击，持续5秒，冷却15秒	0	partner01_013	1
35020	10	1	0	2	999	1	-1	0	低级幽冥诅咒	23701	19	0	10000	0	0	93502030	0	4162	4162	4162	4162	0	0	0	减少目标60%+4264点防御，持续5秒，冷却15秒	主角攻击法球：减少目标60%+4264点攻击，持续5秒，冷却15秒	0	partner01_029	1
35030	10	1	0	3	999	1	-1	0	中级虚弱	23013	31	0	10000	0	0	93503030	0	12975	12975	12975	12975	0	0	0	减少目标83%+17982点攻击，持续5秒，冷却15秒	主角被击法球：减少目标83%+17982点攻击，持续5秒，冷却15秒	0	partner01_013	1
35040	10	1	0	3	999	1	-1	0	中级幽冥诅咒	23701	31	0	10000	0	0	93504030	0	12975	12975	12975	12975	0	0	0	减少目标83%+8991点防御，持续5秒，冷却15秒	主角攻击法球：减少目标83%+8991点攻击，持续5秒，冷却15秒	0	partner01_029	1
35050	10	1	0	4	999	1	-1	0	高级虚弱	23013	44	0	10000	0	0	93505030	0	34825	34825	34825	34825	0	0	0	减少目标98%+30149点攻击，持续5秒，冷却15秒	主角被击法球：减少目标98%+30149点攻击，持续5秒，冷却15秒	0	partner01_013	1
35060	10	1	0	4	999	1	-1	0	高级幽冥诅咒	23701	44	0	10000	0	0	93506030	0	34825	34825	34825	34825	0	0	0	减少目标98%+15074点防御，持续5秒，冷却15秒	主角攻击法球：减少目标98%+15074点攻击，持续5秒，冷却15秒	0	partner01_029	1
36010	10	1	0	2	999	1	-1	0	低级祝福	0	0	93601010	10000	1	2	0	0	4162	4162	4162	4162	0	0	0	提升主人20%+2843点攻击	提升主人20%+2843点攻击	0	partner01_026	1
36020	10	1	0	2	999	1	-1	0	低级庇护	0	0	93602010	10000	1	2	0	0	4162	4162	4162	4162	0	0	0	提升主人20%+1421点防御	提升主人20%+1421点防御	0	partner01_503	1
36030	10	1	0	3	999	1	-1	0	中级祝福	0	0	93603010	10000	1	2	0	0	12975	12975	12975	12975	0	0	0	提升主人27%+5994点攻击	提升主人27%+5994点攻击	0	partner01_026	1
36040	10	1	0	3	999	1	-1	0	中级庇护	0	0	93604010	10000	1	2	0	0	12975	12975	12975	12975	0	0	0	提升主人27%+2997点防御	提升主人27%+2997点防御	0	partner01_503	1
36050	10	1	0	4	999	1	-1	0	高级祝福	0	0	93605010	10000	1	2	0	0	34825	34825	34825	34825	0	0	0	提升主人32%+10049点攻击	提升主人32%+10049点攻击	0	partner01_026	1
36060	10	1	0	4	999	1	-1	0	高级庇护	0	0	93606010	10000	1	2	0	0	34825	34825	34825	34825	0	0	0	提升主人32%+5024点防御	提升主人32%+5024点防御	0	partner01_503	1
37010	10	1	0	2	999	1	-1	0	低级治疗	23305	19	0	10000	0	1	93701030	0	4162	4162	4162	4162	0	0	0	恢复灵宠自身5%+85677点生命，冷却15秒	主角被击法球：恢复5%+85677点生命，冷却15秒	0	partner01_303	1
37020	10	1	0	2	999	1	-1	0	低级血祭	23012	19	0	10000	0	2	93701030	0	4162	4162	4162	4162	0	0	0	将自身当前血量的14%转给主人，冷却15秒	主角被击法球：恢复5%+85677点生命，冷却15秒	0	partner01_028	1
37040	10	1	0	2	999	1	-1	0	低级鼓舞	23021	19	0	10000	0	1	93704030	0	4162	4162	4162	4162	0	0	0	增加自身60%+8528攻击，持续5秒，冷却15秒	主角攻击法球：增加自身60%+8528攻击，持续5秒，冷却15秒	0	partner01_104	1
37050	10	1	0	2	999	1	-1	0	低级战歌	23022	19	0	10000	0	1	93705030	0	4162	4162	4162	4162	0	0	0	增加自身60%+4264防御，持续5秒，冷却15秒	主角被击法球：增加自身60%+4264防御，持续5秒，冷却15秒	0	partner01_601	1
37070	10	1	0	2	999	1	-1	0	低级精准	23024	19	0	10000	0	1	93707030	0	4162	4162	4162	4162	0	0	0	增加自身47%+1937命中，持续5秒，冷却15秒	主角攻击法球：增加自身47%+1937命中，持续5秒，冷却15秒	0	partner01_106	1
37080	10	1	0	3	999	1	-1	0	中级治疗	23305	31	0	10000	0	1	93708030	0	12975	12975	12975	12975	0	0	0	恢复灵宠自身5%+233613点生命，冷却15秒	主角被击法球：恢复5%+233613点生命，冷却15秒	0	partner01_303	1
37090	10	1	0	3	999	1	-1	0	中级血祭	23012	31	0	10000	0	2	93708030	0	12975	12975	12975	12975	0	0	0	将自身当前血量的20%转给主人，冷却15秒	主角被击法球：恢复5%+233613点生命，冷却15秒	0	partner01_028	1
37110	10	1	0	3	999	1	-1	0	中级鼓舞	23021	31	0	10000	0	1	93711030	0	12975	12975	12975	12975	0	0	0	增加自身83%+17982攻击，持续5秒，冷却15秒	主角攻击法球：增加自身83%+17982攻击，持续5秒，冷却15秒	0	partner01_104	1
