id	valid	name	pro	level	等级系数（关联world_civ_mod)	模型路径	模型名字	"npc功能类型,服务器没用(1对话npc，2战斗npc，3服务器采集，4动态障碍，5陷阱，6客户端采集)"	AI_ID（服务器战斗AI）	公共掉落ID1	公共掉落ID2	公共掉落ID3	单人掉落ID	出生时间	出生表现（技能id）	行为ID（NPC_BASE_ACTION）	缩放scale	reserve_1(0小兵1基地2普通塔3安全塔)	reserve_2(碰撞触发事件)	reserve_3(用来更新哪一个任务ID进度，默认第一条进度，为0，则不更新)	reserve_4(NPC动态血量机制触发时的玩家数量下限)	reserve_5(NPC动态血量控制触发后每增减一个玩家的血量百分比变化，总血量暂时程序写死最多3倍)	reserve_6(特殊NPC位域：0正常npc，1该npc不能被机器人攻击，2经验宝宝，但是只是触发一次掉落，4出现和消失是否需要全地图通知，8不攻击NPC的NPC，16是否属于家族掉落，32是否有采集累计次数，64是否属于个人独占掉落)	reserve_7（攻击指定NPC，需要两个NPC间都这里有配置，以三位数来代表，表示只打和我相同十位和个位的怪物。百位没有数字：打任何怪物，十位和个位为被固定打怪NPC的匹配参数，例如A配了23，B配了123，则B可以打A，但是A不能打B）	reserve_8(客户端触发的服务器事件ID，检测用)	reserve_9(黑户触发事件)	reserve_10（虚拟血量计算方式，1默认计算正常血量，2只按虚拟血量计算，3虚拟血量和正常血量同时扣除）	客户端AI	缩放前的被击范围（缩放后的是就是乘缩放倍数）	死亡表现（技能ID）	出生自带buff（buffID）(客户端服务器都有效)	buff持续时间（服务器有效）	NPC血量变化自动全地图广播【最大血量百分比】，配置100以下为服务器主动广播，100以上则需要客户端主动拉取	npc类别（0为非专属，1为个人专属，2为队伍专属，3为帮派专属）	reserve_11（预留字段）	reserve_12（预留字段）	reserve_13（预留字段）	reserve_14（预留字段）	reserve_15（预留字段）	收集的任务ID	任务的第几个条件	血条UI	死亡灰尘延迟（早填负值）	步伐速度	"hud类型（0无hud，1角色hud，2NPChud,3NPC大血条与血条显示互斥）"	血条缩放	死亡音效	出生音效	被击音效	点击音效1	点击音效2	点击音效3	是否显示名字（0不显示，1显示）	是否可以被击浮空（1不击飞）	npc称号	npc血条显示(0不显示，1显示)	npc是否跟随玩家点击而旋转(0旋转，1不旋转)	npc品质（1绿，2蓝，3紫，4橙）	npc专属名字（显示在称号下）	低端机模型路径	低端机模型名字	展示模型名字	展示模型名字（ioS点击问题，标1会有虚拟框） 
8002609	1	大地惊熊·乾坤	800223	666	0	npc/human/xuanyuanpo	xuanyuanpo_bianse02	2	8002609	0	0	0	0	2500	30103	8303	1.2	0	0	0	0	0	0	0	0	0	1	8002609	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuanyuanpo_bianse02	0
8002610	1	凤凰散花·凤鸣	800224	666	0	npc/human/xuyourong	xuyourong_bianse	2	8002610	0	0	0	0	3000	30104	8304	1.2	0	0	0	0	0	0	0	0	0	1	8002610	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuyourong_bianse	0
8002611	1	凤凰俯冲·凤鸣	800224	666	0	npc/human/xuyourong	gongshou	2	8002611	0	0	0	0	3000	30104	8304	1.2	0	0	0	0	0	0	0	0	0	1	8002611	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	gongshou	0
8002621	1	精卫羽·凤鸣	800224	666	0	npc/human/xuyourong	xuyourong_bianse	2	8002621	0	0	0	0	3000	30104	8304	1.2	0	0	0	0	0	0	0	0	0	1	8002621	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuyourong_bianse	0
8002622	1	龙呤剑·昆仑	800221	666	0	npc/human/tang	JianNan01	2	8002622	0	0	0	0	1500	30101	8301	1.2	0	0	0	0	0	0	0	0	0	1	8002622	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	JianNan01	0
8002623	1	默盘·乾坤	800223	666	0	npc/human/xuanyuanpo	xuanyuanpo_bianse	2	8002623	0	0	0	0	2500	30103	8303	1.2	0	0	0	0	0	0	0	0	0	1	8002623	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuanyuanpo_bianse	0
8002624	1	蕴灵珠·琉璃	800222	666	0	npc/human/luoluo	luoluo_bianse02	2	8002624	0	0	0	0	3000	30102	8302	1.2	0	0	0	0	0	0	0	0	0	1	8002624	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	luoluo_bianse02	0
8002625	1	雷公钻·昆仑	800221	666	0	npc/human/tang	tangtang_bianse02	2	8002625	0	0	0	0	1500	30101	8301	1.2	0	0	0	0	0	0	0	0	0	1	8002625	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	tangtang_bianse02	0
8002626	1	金丝伞·乾坤	800223	666	0	npc/human/xuanyuanpo	xuanyuanpo	2	8002626	0	0	0	0	2500	30103	8303	1.2	0	0	0	0	0	0	0	0	0	1	8002626	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuanyuanpo	0
8002627	1	混金棍·凤鸣	800224	666	0	npc/human/xuyourong	gongshou	2	8002627	0	0	0	0	3000	30104	8304	1.2	0	0	0	0	0	0	0	0	0	1	8002627	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	gongshou	0
8002628	1	断碑·琉璃	800222	666	0	npc/human/luoluo	yuling	2	8002628	0	0	0	0	3000	30102	8302	1.2	0	0	0	0	0	0	0	0	0	1	8002628	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	yuling	0
8002701	1	狼妖	800221	666	0	npc/animal/langyao	langyao	2	8002701	0	0	0	0	0	30023	8110	1.5	0	0	0	0	0	0	0	0	0	1	8002701	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	2	0	4	2	1	520000011	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/yelang	yelang	langyao	0
8002702	1	腱兽	800221	666	0	npc/animal/jianshou	jianshou	2	8002006	0	0	0	0	0	30009	8111	1.2	0	0	0	0	0	0	0	0	0	1	8002006	0.6	31006	0	0	0	0	0	0	0	0	0	0	0	2	0	4	2	1	520000019	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	jianshou	0
8002703	1	血族巨盾	800223	666	0	npc/animal/mozudunbing	mozudunbing	2	8002703	0	0	0	0	0	30023	8109	1.5	0	0	0	0	0	0	0	0	0	1	8002703	0.5	31006	32009102	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mozudunbing	0
8002704	1	血族大巫	800224	666	0	npc/animal/mozuwushi	mozuwushi	2	8002704	0	0	0	0	0	30021	8103	2	0	0	0	0	0	0	0	0	0	1	8002704	0.4	31006	0	0	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000004	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mozuwushi	0
8002705	1	发狂的熊妖	800223	666	0	npc/animal/xiongyao	xiongyao	2	8002705	0	0	0	0	0	30027	8108	1.5	0	0	0	0	0	0	0	0	0	1	8002705	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	2	0	4	2	1	520000019	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	xiongyao	0
8002706	1	火灵	800224	666	0	npc/animal/zhenling	zhenling	2	8002706	0	0	0	0	0	30023	8106	1.5	0	0	0	0	0	0	0	0	0	1	8002706	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000005	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	zhenling	0
8002707	1	水灵	800224	666	0	npc/animal/zhenling	zhenling02	2	8002707	0	0	0	0	0	30023	8101	1.5	0	0	0	0	0	0	0	0	0	1	8002707	0.5	31006	32012102	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000005	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	zhenling02	0
8002708	1	血族暗刺	800221	666	0	npc/human/heiyicike	heiyicike	2	8002708	0	0	0	0	0	30022	8111	1.2	0	0	0	0	0	0	0	0	0	1	8002708	0.6	31006	0	0	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	heiyicike	0
8002709	1	黑虎	800221	666	0	npc/animal/heihu	heihu	2	8002709	0	0	0	0	0	30023	8111	1.5	0	0	0	0	0	0	0	0	0	1	8002709	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	2	0	4	2	1	520000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	heihu	0
8002710	1	天道灵侍	800221	666	0	npc/human/jiaoshi	jiaoshi	2	8002710	0	0	0	0	0	30023	8101	1.2	0	0	0	0	0	0	0	0	0	1	8002710	0.6	31006	0	0	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	jiaoshi	0
8002711	1	神射豺狼	800224	666	0	npc/animal/gongshoulang	gongshoulang	2	8002005	0	0	0	0	0	30000	8104	1.4	0	0	0	0	0	0	0	0	0	1	8002005	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	2	0	4	2	1	520000011	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/yelang	yelang	gongshoulang	0
8003001	1	火血将	800301	666	0	npc/evil/mojiang02	mojiang02_1	2	0	0	0	0	0	0	30009	8206	1.5	0	0	0	0	0	0	0	0	0	1	8003001	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	1	510000004	0	0	0	0	0	1	1	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mojiang02_1	0
8003002	1	红妆	800301	666	0	npc/human/zhizhi	zhizhi01	2	8003002	0	0	0	0	0	30009	8202	1.5	0	0	0	0	0	0	0	0	0	1	8003002	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	1	510000004	0	0	0	0	0	1	1	0	1	0	0	0	npc/human/zhizhi	zhizhi01	zhizhi01	0
8003003	1	混血将	800301	666	0	npc/human/shenjiang	shenjiang01	2	8003003	0	0	0	0	0	30009	8201	1.5	0	0	0	0	0	0	0	0	0	1	8003003	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	1	510000001	0	0	0	0	0	1	1	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	shenjiang01	0
8003004	1	道天阁训导	800301	666	0	npc/human/tiandaojiaoyu	tiandaojiaoyu	2	8003004	0	0	0	0	0	30009	8202	1.5	0	0	0	0	0	0	0	0	0	1	8003004	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	1	510000001	0	0	0	0	0	1	1	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	tiandaojiaoyu	0
8003005	1	铜血将	800301	666	0	npc/evil/mojiang01	mojiang01	2	8003005	0	0	0	0	0	30009	8200	1.5	0	0	0	0	0	0	0	0	0	1	8003005	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	1	510000005	0	0	0	0	0	1	1	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mojiang01	0
8003006	1	冰血将	800301	666	0	npc/evil/mojiang02	mojiang02	2	8003006	0	0	0	0	0	30009	8203	1.5	0	0	0	0	0	0	0	0	0	1	8003006	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	1	510000004	0	0	0	0	0	1	1	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mojiang02	0
8003007	1	刺血将	800301	666	0	npc/evil/mojiang05	mojiang05	2	8003007	0	0	0	0	0	30009	8212	1.5	0	0	0	0	0	0	0	0	0	1	8003007	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	1	510000005	0	0	0	0	0	1	1	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	mojiang05	0
8003008	1	魔渊之物	800301	666	0	npc/evil/mojiang07	mojiang07	2	8003008	0	0	0	0	0	30009	8204	1.5	0	0	0	0	0	0	0	0	0	1	8003008	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	1	510000005	0	0	0	0	0	1	1	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	mojiang07	0
8003009	1	憨血将	800301	666	0	npc/evil/mojiang03	mojiang03	2	8003009	0	0	0	0	0	30009	8201	1.5	0	0	0	0	0	0	0	0	0	1	8003009	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	1	510000005	0	0	0	0	0	1	1	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mojiang03	0
8003010	1	雷魔	800301	666	0	npc/evil/mojiang09	mojiang09	2	0	0	0	0	0	0	30009	8205	1.5	0	0	0	0	0	0	0	0	0	1	8003010	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	1	510000005	0	0	0	0	0	1	1	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	mojiang09	0
8003011	1	血将·魔童	800301	666	0	npc/evil/mojiang08	mojiang08	2	8003011	0	0	0	0	0	30009	8207	1.5	0	0	0	0	0	0	0	0	0	1	8003011	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	1	510000001	0	0	0	0	0	1	1	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	mojiang08	0
8003012	1	腾小明	800301	666	0	npc/evil/sunwukong	mojiang_sunwukong	2	8003012	0	0	0	0	0	30009	8208	1.5	0	0	0	0	0	0	0	0	0	1	8003012	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	1	510000005	0	0	0	0	0	1	1	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	mojiang_sunwukong	0
8003013	1	血将·圣魔	800301	666	0	npc/evil/mojiang06	mojiang06	2	8003013	0	0	0	0	0	30009	8209	2	0	0	0	0	0	0	0	0	0	1	8003013	0.4	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	1	510000005	0	0	0	0	0	1	1	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	mojiang06	0
8003014	1	北君	800301	666	0	npc/human/zhizhi	zhizhi01	2	8003014	0	0	0	0	0	30009	8202	1.5	0	0	0	0	0	0	0	0	0	1	8003014	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	1	510000004	0	0	0	0	0	1	1	0	1	0	0	0	npc/human/zhizhi	zhizhi01	zhizhi01	0
8003015	1	天魁神将	800301	666	0	npc/human/xuexingchuan	xuexingchuan	2	8003015	0	0	0	0	0	30009	8201	1.5	0	0	0	0	0	0	0	0	0	1	8003015	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	1	510000002	0	0	0	0	0	1	1	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuexingchuan	0
8003016	1	巫马锦川	800301	666	0	npc/human/yeshitanlv	yeshitanlu	2	8003016	0	0	0	0	0	30009	2021040	1.8	0	0	0	0	0	0	0	0	0	1	8003016	0.4	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	1	510000001	0	0	0	0	0	1	1	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	yeshitanlu	0
8003017	1	傲果	800301	666	0	npc/evil/huacui	huachui	2	8003017	0	0	0	0	0	30009	8210	1.5	0	0	0	0	0	0	0	0	0	1	8003017	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	1	510000004	0	0	0	0	0	1	1	0	1	0	0	0	npc/animal/zhenling	s_zhenling	huachui	0
8003018	1	海笛	800301	666	0	npc/evil/haidi	mojiang_haidi	2	8003018	0	0	0	0	0	30009	8211	1.5	0	0	0	0	0	0	0	0	0	1	0	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	1	510000005	0	0	0	0	0	0	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mojiang_haidi	0
8003019	1	风魔	800301	666	0	npc/evil/fengmo	fengmo	2	8003019	0	0	0	0	0	30009	8219	1.5	0	0	0	0	0	0	0	0	0	1	8003001	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	1	510000004	0	0	0	0	0	1	1	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mojiang02_1	0
8003020	1	画翠	800301	666	0	npc/evil/huacui	huachui	2	3401037	0	0	0	0	0	30009	4302008	1.2	0	0	0	0	0	0	0	0	0	1	0	1	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	3	1	510000004	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	huachui	0
8003021	1	凝秋	800301	666	0	npc/evil/ningqiu	ningqiu	2	3401038	0	0	0	0	0	30009	4302009	1.2	0	0	0	0	0	0	0	0	0	1	0	1	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	3	1	510000004	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	ningqiu	0
8003022	1	九界剑主	800301	666	0	npc/human/xuexingchuan	xuexingchuan	2	3401040	0	0	0	0	0	30009	4302003	1.5	0	0	0	0	0	0	0	0	0	1	0	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	5	0	4	3	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuexingchuan	0
8003201	1	木图腾	800301	666	0	base_effect	CJ_tuteng_lv	5	0	0	0	0	0	0	0	8401	1.2	0	0	0	0	0	0	0	0	0	1	0	0.6	0	32019102	3600000	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	base_effect	CJ_tuteng_lv	CJ_tuteng_lv	0
8003202	1	火图腾	800301	666	0	base_effect	CJ_tuteng_zhong	5	0	0	0	0	0	0	0	8401	1.2	0	0	0	0	0	0	0	0	0	1	0	0.6	0	32020102	3600000	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	base_effect	CJ_tuteng_zhong	CJ_tuteng_zhong	0
8003203	1	金图腾	800301	666	0	base_effect	CJ_tuteng_jin	5	0	0	0	0	0	0	0	8401	1.2	0	0	0	0	0	0	0	0	0	1	0	0.6	0	32021102	3600000	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	base_effect	CJ_tuteng_jin	CJ_tuteng_jin	0
8003204	1	土图腾	800301	666	0	base_effect	CJ_tuteng_huo	5	0	0	0	0	0	0	0	8401	1.2	0	0	0	0	0	0	0	0	0	1	0	0.6	0	32022102	3600000	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	base_effect	CJ_tuteng_huo	CJ_tuteng_huo	0
8003205	1	守护法阵	800302	666	0	base_effect	CJ_02chuangsongmen	5	0	0	0	0	0	0	0	8402	1.2	0	0	0	0	0	0	0	0	0	1	0	0.6	0	32024102	3600000	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	base_effect	CJ_02chuangsongmen	CJ_02chuangsongmen	0
8004001	1	血猕猴	800301	666	0	npc/evil/sunwukong	mojiang_sunwukong	2	0	0	0	0	0	0	30009	8501	1.5	0	0	0	0	0	0	0	0	0	1	8004001	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	4	0	4	2	1	510000005	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	mojiang_sunwukong	0
8004002	1	火灵	800301	666	0	npc/animal/zhenling	zhenling	2	0	0	0	0	0	0	30023	8502	1.5	0	0	0	0	0	0	0	0	0	1	8004002	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	4	0	4	2	1	510000005	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	zhenling	0
8004003	1	斩月	800301	666	0	npc/evil/mojiang05	mojiang05	2	0	0	0	0	0	0	30009	8503	1.5	0	0	0	0	0	0	0	0	0	1	8004003	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	4	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	mojiang05	0
8004004	1	水灵	800301	666	0	npc/animal/zhenling	zhenling02	2	0	0	0	0	0	0	30023	8504	1.5	0	0	0	0	0	0	0	0	0	1	8004004	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	4	0	4	2	1	510000005	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	zhenling02	0
8004005	1	女巫	800301	666	0	npc/animal/mozuwushi	mozuwushi	2	0	0	0	0	0	0	30021	8505	2	0	0	0	0	0	0	0	0	0	1	8004005	0.4	31006	0	0	0	0	0	0	0	0	0	0	0	4	0	4	2	1	510000004	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mozuwushi	0
8004006	1	黑虎	800301	666	0	npc/animal/heihu	heihu	2	0	0	0	0	0	0	30023	8506	1.5	0	0	0	0	0	0	0	0	0	1	8004006	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	4	0	4	2	1	520000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	heihu	0
8004007	1	刺客	800301	666	0	npc/human/heiyicike	heiyicike	2	0	0	0	0	0	0	30022	8507	1.2	0	0	0	0	0	0	0	0	0	1	8004007	0.6	31006	0	0	0	0	0	0	0	0	0	0	0	4	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	heiyicike	0
8004571	1	后撤·凤鸣	800224	666	0	npc/human/xuyourong	gongshou	2	8004571	0	0	0	0	3000	30104	8314	1.2	0	0	0	0	0	0	0	0	0	1	8004571	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	gongshou	0
8004622	1	龙呤剑·昆仑	800221	666	0	npc/human/tang	JianNan01	2	8004622	0	0	0	0	1500	30101	8311	1.2	0	0	0	0	0	0	0	0	0	1	8004622	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	JianNan01	0
8004542	1	瞬刺·昆仑	800221	666	0	npc/human/tang	JianNan01	2	8004542	0	0	0	0	1500	30101	8311	1.2	0	0	0	0	0	0	0	0	0	1	8004542	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	JianNan01	0
8004573	1	金乌箭·凤鸣	800224	666	0	npc/human/xuyourong	gongshou	2	8004573	0	0	0	0	3000	30104	8314	1.2	0	0	0	0	0	0	0	0	0	1	8004573	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	gongshou	0
8004508	1	透骨·昆仑	800221	666	0	npc/human/tang	tangtang_bianse02	2	8004508	0	0	0	0	1500	30101	8311	1.2	0	0	0	0	0	0	0	0	0	1	8004508	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	tangtang_bianse02	0
8004562	1	震地·乾坤	800223	666	0	npc/human/xuanyuanpo	xuanyuanpo	2	8004562	0	0	0	0	2500	30103	8313	1.2	0	0	0	0	0	0	0	0	0	1	8004562	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuanyuanpo	0
8004514	1	幻梦·琉璃	800222	666	0	npc/human/luoluo	luoluo_bianse02	2	8004514	0	0	0	0	3000	30102	8312	1.2	0	0	0	0	0	0	0	0	0	1	8004514	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	luoluo_bianse02	0
9001101	1	血将·磐钢	900101	666	0	npc/evil/mojiang03	mojiang03	2	9001101	0	0	0	130601	0	30009	9001101	1.2	0	0	0	0	0	0	0	0	0	1	0	1	31006	710012	0	0	0	0	0	0	0	0	0	0	5	0	4	3	1	510000005	0	0	0	0	0	0	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mojiang03	0
9001102	1	治疗图腾	900101	5	0	base_effect	CJ_tuteng_jin	2	9001102	0	0	0	0	0	0	9001611	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	CJ_tuteng_jin	0
9001201	1	血将·斩月	900102	666	0	npc/evil/mojiang05	mojiang05	2	9001201	0	0	0	130602	0	30009	9001201	1.5	0	0	0	0	0	0	0	0	0	1	0	1	31006	710012	0	0	0	0	0	0	0	0	0	0	5	0	4	3	1	510000001	0	0	0	0	0	0	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	mojiang05	0
9001202	1	减速图腾	900199	5	0	base_effect	CJ_tuteng_lan	2	9001202	0	0	0	0	0	30021	9001612	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	CJ_tuteng_lan	0
