装备ID(2位部位，2位职业，3位区分，1位颜色，1位流水)	有效标志位客户端无用	名称	部位(0武器，1衣服，2腰带，3裤子，4手套，5项链，6戒指，7护肩，8头盔，9鞋子,10翅膀，11VIP装备)	颜色(0白，1绿，2蓝，3紫，4金,5红,6暗金)	门派职业限制(0通用职业，11昆仑，21琉璃，31乾坤，41凤鸣)	等级下限	等级上限	境界下限	境界上限	表现类型	性别限制(0不限，1男，2女)	有效期限(填-1为无限期，单位秒)	允许续费(0到期删除，1到期不删除)	时间限制ID	允许超时(0不允许，1允许)	地点限制ID	允许离开(0不允许，1允许)	变身模板限制ID	绑定方式(0不绑定，1拾取绑，2使用绑)	出售设置(0随意出售，1提示出售，2不可出售)	出售货币	金币价格	鉴定规则ID	精炼规则ID	精炼上限	注魂规则ID	强化规则ID(1位颜色，1位类型，2位部位<0武器，1衣服，2腰带，3裤子，4手套，5项链，6戒指，7徽章，8头盔，9鞋子>，1位流水)	基础属性池ID	蓝色属性条数上限	附加属性池ID1	精炼属性池ID	魂装属性池ID	套装ID	模型路径(路径要用/，用\时，\n**会被识别为换行)	模型类别(0轻剑；1重剑；2弓；3飞剑)	模型缩放(浮点数)	男图标前景ID（后面要把名字改为FontImageID_male）	男图标背景ID（后面要把名字改成BackImageID_male）	装备特效规则ID(2部位+2为职业+3位等级，只有武器和衣服)	装备描述	武器攻击间隔	是否广播	掉落特效	来源对象ID	掉落飞入特效	拍卖分类	拍卖价格	装备法球属性池ID	掉落上品彰显状态限制1（走状态限制表，即满足状态限制之后才会在掉落的时候彰显出来，装备默认的上品紫光，极品橙光）	掉落极品彰显状态限制2（走状态限制表，即满足状态限制之后才会在掉落的时候彰显出来，装备默认的上品紫光，极品橙光）	宝石装备位域（1圆、2方、4正）	神器标识	神器特殊战力	神技BUFFID	神技BUFF几率（绝对几率，万分比，不足一万以一万为分母，单件装备为分子，超过一万以总值为分母，每次触发时去掉已CD的）	BUFF的CD（秒）	BUFF持续时间（毫秒）	神器单件激活所需部位	神器激活属性ID	女图标前景ID	女图标背景ID 
94101150	1	魂·虚日履	9	5	41	2119	7200	0	999	941	0	-1	0	0	0	0	0	0	1	0	5	5500	52	4159	10	94101150	10090	10941510	3	30941510	20941510	100941510	2	0	0	1	0	41_0_9h	0	虚日无光，太阴蔽天。	1000	139515	1000054	94101150	1000004	0	0	0	60950000	60950001	7	0	0	0	0	0	0	-1	0	0	41_0_9h
4101160	1	魂·凰火	0	6	41	3120	7200	0	999	41	0	-1	0	0	0	0	0	0	1	0	5	8500	61	4160	10	4101160	10000	10041610	3	30041610	20041610	100041610	1	0	0	1	0	41_0_0h	0	天火如侵，仙影凤凰飞。	1000	155643	1000027	4101160	1000004	0	0	0	60060000	60060001	7	0	0	0	0	0	0	-1	0	0	41_0_0h
14101160	1	魂·天火袍	1	6	41	3126	7200	0	999	141	0	-1	0	0	0	0	0	0	1	0	5	8500	61	4161	10	14101160	10010	10141610	3	30141610	20141610	100141610	1	0	0	1	0	41_0_1h	0	天火非野火，焚空燃虚。	1000	155643	1000032	14101160	1000004	0	0	0	60160000	60160001	7	0	0	0	0	0	0	-1	0	0	41_0_1h
24101160	1	魂·天火带	2	6	41	3136	7200	0	999	241	0	-1	0	0	0	0	0	0	1	0	5	8500	61	4162	10	24101160	10020	10241610	3	30241610	20241610	100241610	1	0	0	1	0	41_0_2h	0	天火非野火，焚空燃虚。	1000	155643	1000033	24101160	1000004	0	0	0	60260000	60260001	7	0	0	0	0	0	0	-1	0	0	41_0_2h
34101160	1	魂·天火裤	3	6	41	3133	7200	0	999	341	0	-1	0	0	0	0	0	0	1	0	5	8500	61	4163	10	34101160	10030	10341610	3	30341610	20341610	100341610	1	0	0	1	0	41_0_3h	0	天火非野火，焚空燃虚。	1000	155643	1000029	34101160	1000004	0	0	0	60360000	60360001	7	0	0	0	0	0	0	-1	0	0	41_0_3h
44101160	1	魂·天火护腕	4	6	41	3135	7200	0	999	441	0	-1	0	0	0	0	0	0	1	0	5	7000	62	4164	10	44101160	10040	10441610	3	30441610	20441610	100441610	2	0	0	1	0	41_0_4h	0	天火非野火，焚空燃虚。	1000	147451	1000030	44101160	1000004	0	0	0	60460000	60460001	7	0	0	0	0	0	0	-1	0	0	41_0_4h
54101160	1	魂·凰丹	5	6	41	3120	7200	0	999	541	0	-1	0	0	0	0	0	0	1	0	203	2150	63	4165	10	54101160	10050	10541610	3	30541610	20541610	100541610	3	0	0	1	0	41_0_5h	0	凰翱天地兮丹火燎原。	1000	212987	1000031	54101160	1000004	0	0	0	60560000	60560001	7	0	0	0	0	0	0	-1	0	0	41_0_5h
64101160	1	魂·雀穗	6	6	41	3131	7200	0	999	641	0	-1	0	0	0	0	0	0	1	0	203	2150	63	4166	10	64101160	10060	10641610	3	30641610	20641610	100641610	3	0	0	1	0	41_0_6h	0	丹雀衔九穗，食而不老。	1000	212987	1000028	64101160	1000004	0	0	0	60660000	60660001	7	0	0	0	0	0	0	-1	0	0	41_0_6h
74101160	1	魂·天火护肩	7	6	41	3125	7200	0	999	741	0	-1	0	0	0	0	0	0	1	0	5	7000	62	4167	10	74101160	10070	10741610	3	30741610	20741610	100741610	2	0	0	1	0	41_0_7h	0	天火非野火，焚空燃虚。	1000	147451	1000061	74101160	1000004	0	0	0	60760000	60760001	7	0	0	0	0	0	0	-1	0	0	41_0_7h
84101160	1	魂·天火盔	8	6	41	3124	7200	0	999	841	0	-1	0	0	0	0	0	0	1	0	5	7000	62	4168	10	84101160	10080	10841610	3	30841610	20841610	100841610	2	0	0	1	0	41_0_8h	0	天火非野火，焚空燃虚。	1000	147451	1000060	84101160	1000004	0	0	0	60860000	60860001	7	0	0	0	0	0	0	-1	0	0	41_0_8h
94101160	1	魂·天火履	9	6	41	3139	7200	0	999	941	0	-1	0	0	0	0	0	0	1	0	5	7000	62	4169	10	94101160	10090	10941610	3	30941610	20941610	100941610	2	0	0	1	0	41_0_9h	0	天火非野火，焚空燃虚。	1000	147451	1000054	94101160	1000004	0	0	0	60960000	60960001	7	0	0	0	0	0	0	-1	0	0	41_0_9h
4101170	1	魂·风汐	0	7	41	4140	7200	0	999	41	0	-1	0	0	0	0	0	0	1	0	5	10000	71	4170	10	4101170	10000	10041710	3	30041710	20041710	100041710	1	0	0	1	0	41_0_0h	0	醉风汐痕醉有时,别意与之别短长。	1000	155643	1000024	4101170	1000004	0	0	0	60070000	60070001	7	0	0	0	0	0	0	-1	0	0	41_0_0h
14101170	1	魂·暴风袍	1	7	41	4146	7200	0	999	141	0	-1	0	0	0	0	0	0	1	0	5	10000	71	4171	10	14101170	10010	10141710	3	30141710	20141710	100141710	1	0	0	1	0	41_0_1h	0	黑云翻墨未遮山,白雨跳珠乱入船。	1000	155643	1000032	14101170	1000004	0	0	0	60170000	60170001	7	0	0	0	0	0	0	-1	0	0	41_0_1h
24101170	1	魂·暴风带	2	7	41	4156	7200	0	999	241	0	-1	0	0	0	0	0	0	1	0	5	10000	71	4172	10	24101170	10020	10241710	3	30241710	20241710	100241710	1	0	0	1	0	41_0_2h	0	黑云翻墨未遮山,白雨跳珠乱入船。	1000	155643	1000033	24101170	1000004	0	0	0	60270000	60270001	7	0	0	0	0	0	0	-1	0	0	41_0_2h
34101170	1	魂·暴风裤	3	7	41	4153	7200	0	999	341	0	-1	0	0	0	0	0	0	1	0	5	10000	71	4173	10	34101170	10030	10341710	3	30341710	20341710	100341710	1	0	0	1	0	41_0_3h	0	黑云翻墨未遮山,白雨跳珠乱入船。	1000	155643	1000029	34101170	1000004	0	0	0	60370000	60370001	7	0	0	0	0	0	0	-1	0	0	41_0_3h
44101170	1	魂·暴风护腕	4	7	41	4155	7200	0	999	441	0	-1	0	0	0	0	0	0	1	0	5	8500	72	4174	10	44101170	10040	10441710	3	30441710	20441710	100441710	2	0	0	1	0	41_0_4h	0	黑云翻墨未遮山,白雨跳珠乱入船。	1000	147451	1000030	44101170	1000004	0	0	0	60470000	60470001	7	0	0	0	0	0	0	-1	0	0	41_0_4h
54101170	1	魂·鸾影	5	7	41	4140	7200	0	999	541	0	-1	0	0	0	0	0	0	1	0	203	2650	73	4175	10	54101170	10050	10541710	3	30541710	20541710	100541710	3	0	0	1	0	41_0_5h	0	鸾影伴凤华，鸾凤和鸣时。	1000	212987	1000031	54101170	1000004	0	0	0	60570000	60570001	7	0	0	0	0	0	0	-1	0	0	41_0_5h
64101170	1	魂·凤华	6	7	41	4151	7200	0	999	641	0	-1	0	0	0	0	0	0	1	0	203	2650	73	4176	10	64101170	10060	10641710	3	30641710	20641710	100641710	3	0	0	1	0	41_0_6h	0	鸾影伴凤华，鸾凤和鸣时。	1000	212987	1000028	64101170	1000004	0	0	0	60670000	60670001	7	0	0	0	0	0	0	-1	0	0	41_0_6h
74101170	1	魂·暴风护肩	7	7	41	4145	7200	0	999	741	0	-1	0	0	0	0	0	0	1	0	5	8500	72	4177	10	74101170	10070	10741710	3	30741710	20741710	100741710	2	0	0	1	0	41_0_7h	0	黑云翻墨未遮山,白雨跳珠乱入船。	1000	147451	1000061	74101170	1000004	0	0	0	60770000	60770001	7	0	0	0	0	0	0	-1	0	0	41_0_7h
84101170	1	魂·暴风盔	8	7	41	4144	7200	0	999	841	0	-1	0	0	0	0	0	0	1	0	5	8500	72	4178	10	84101170	10080	10841710	3	30841710	20841710	100841710	2	0	0	1	0	41_0_8h	0	黑云翻墨未遮山,白雨跳珠乱入船。	1000	147451	1000060	84101170	1000004	0	0	0	60870000	60870001	7	0	0	0	0	0	0	-1	0	0	41_0_8h
94101170	1	魂·暴风履	9	7	41	4159	7200	0	999	941	0	-1	0	0	0	0	0	0	1	0	5	8500	72	4179	10	94101170	10090	10941710	3	30941710	20941710	100941710	2	0	0	1	0	41_0_9h	0	黑云翻墨未遮山,白雨跳珠乱入船。	1000	147451	1000054	94101170	1000004	0	0	0	60970000	60970001	7	0	0	0	0	0	0	-1	0	0	41_0_9h
4101180	1	魂·噬影	0	8	41	5160	7200	0	999	41	0	-1	0	0	0	0	0	0	1	0	5	12000	81	4180	10	4101180	10000	10041810	3	30041810	20041810	100041810	1	0	0	1	0	41_0_0h	0	框夜噬影，凰火焚天。	1000	155643	1000024	4101180	1000004	0	0	0	60080000	60080001	7	0	0	0	0	0	0	-1	0	0	41_0_0h
14101180	1	魂·凰影袍	1	8	41	5166	7200	0	999	141	0	-1	0	0	0	0	0	0	1	0	5	12000	81	4181	10	14101180	10010	10141810	3	30141810	20141810	100141810	1	0	0	1	0	41_0_1h	0	桐木有凰影，薄暮栖良木。	1000	155643	1000032	14101180	1000004	0	0	0	60180000	60180001	7	0	0	0	0	0	0	-1	0	0	41_0_1h
24101180	1	魂·凰影带	2	8	41	5176	7200	0	999	241	0	-1	0	0	0	0	0	0	1	0	5	12000	81	4182	10	24101180	10020	10241810	3	30241810	20241810	100241810	1	0	0	1	0	41_0_2h	0	桐木有凰影，薄暮栖良木。	1000	155643	1000033	24101180	1000004	0	0	0	60280000	60280001	7	0	0	0	0	0	0	-1	0	0	41_0_2h
34101180	1	魂·凰影裤	3	8	41	5173	7200	0	999	341	0	-1	0	0	0	0	0	0	1	0	5	12000	81	4183	10	34101180	10030	10341810	3	30341810	20341810	100341810	1	0	0	1	0	41_0_3h	0	桐木有凰影，薄暮栖良木。	1000	155643	1000029	34101180	1000004	0	0	0	60380000	60380001	7	0	0	0	0	0	0	-1	0	0	41_0_3h
44101180	1	魂·凰影护腕	4	8	41	5175	7200	0	999	441	0	-1	0	0	0	0	0	0	1	0	5	10000	82	4184	10	44101180	10040	10441810	3	30441810	20441810	100441810	2	0	0	1	0	41_0_4h	0	桐木有凰影，薄暮栖良木。	1000	147451	1000030	44101180	1000004	0	0	0	60480000	60480001	7	0	0	0	0	0	0	-1	0	0	41_0_4h
54101180	1	魂·蝉玉	5	8	41	5160	7200	0	999	541	0	-1	0	0	0	0	0	0	1	0	203	3250	83	4185	10	54101180	10050	10541810	3	30541810	20541810	100541810	3	0	0	1	0	41_0_5h	0	垂緌饮清露，流响出云间。	1000	212987	1000031	54101180	1000004	0	0	0	60580000	60580001	7	0	0	0	0	0	0	-1	0	0	41_0_5h
64101180	1	魂·珑翠	6	8	41	5171	7200	0	999	641	0	-1	0	0	0	0	0	0	1	0	203	3250	83	4186	10	64101180	10060	10641810	3	30641810	20641810	100641810	3	0	0	1	0	41_0_6h	0	玲珑翠犀，苍山不语。	1000	212987	1000028	64101180	1000004	0	0	0	60680000	60680001	7	0	0	0	0	0	0	-1	0	0	41_0_6h
74101180	1	魂·凰影护肩	7	8	41	5165	7200	0	999	741	0	-1	0	0	0	0	0	0	1	0	5	10000	82	4187	10	74101180	10070	10741810	3	30741810	20741810	100741810	2	0	0	1	0	41_0_7h	0	桐木有凰影，薄暮栖良木。	1000	147451	1000061	74101180	1000004	0	0	0	60780000	60780001	7	0	0	0	0	0	0	-1	0	0	41_0_7h
84101180	1	魂·凰影盔	8	8	41	5164	7200	0	999	841	0	-1	0	0	0	0	0	0	1	0	5	10000	82	4188	10	84101180	10080	10841810	3	30841810	20841810	100841810	2	0	0	1	0	41_0_8h	0	桐木有凰影，薄暮栖良木。	1000	147451	1000060	84101180	1000004	0	0	0	60880000	60880001	7	0	0	0	0	0	0	-1	0	0	41_0_8h
94101180	1	魂·凰影履	9	8	41	5179	7200	0	999	941	0	-1	0	0	0	0	0	0	1	0	5	10000	82	4189	10	94101180	10090	10941810	3	30941810	20941810	100941810	2	0	0	1	0	41_0_9h	0	桐木有凰影，薄暮栖良木。	1000	147451	1000054	94101180	1000004	0	0	0	60980000	60980001	7	0	0	0	0	0	0	-1	0	0	41_0_9h
4101190	1	魂·天凰	0	9	41	6180	7200	0	999	41	0	-1	0	0	0	0	0	0	1	0	5	14000	91	4190	10	4101190	10000	10041910	3	30041910	20041910	100041910	1	0	0	1	0	41_0_0h	0	九万里风鹏正举，天凰瞰天下。	1000	155643	1000024	4101190	1000004	0	0	0	60090000	60090001	7	0	0	0	0	0	0	-1	0	0	41_0_0h
14101190	1	魂·翎皇袍	1	9	41	6186	7200	0	999	141	0	-1	0	0	0	0	0	0	1	0	5	14000	91	4191	10	14101190	10010	10141910	3	30141910	20141910	100141910	1	0	0	1	0	41_0_1h	0	翎皇无双，百劫不灭。	1000	155643	1000032	14101190	1000004	0	0	0	60190000	60190001	7	0	0	0	0	0	0	-1	0	0	41_0_1h
24101190	1	魂·翎皇带	2	9	41	6196	7200	0	999	241	0	-1	0	0	0	0	0	0	1	0	5	14000	91	4192	10	24101190	10020	10241910	3	30241910	20241910	100241910	1	0	0	1	0	41_0_2h	0	翎皇无双，百劫不灭。	1000	155643	1000033	24101190	1000004	0	0	0	60290000	60290001	7	0	0	0	0	0	0	-1	0	0	41_0_2h
34101190	1	魂·翎皇裤	3	9	41	6193	7200	0	999	341	0	-1	0	0	0	0	0	0	1	0	5	14000	91	4193	10	34101190	10030	10341910	3	30341910	20341910	100341910	1	0	0	1	0	41_0_3h	0	翎皇无双，百劫不灭。	1000	155643	1000029	34101190	1000004	0	0	0	60390000	60390001	7	0	0	0	0	0	0	-1	0	0	41_0_3h
44101190	1	魂·翎皇护腕	4	9	41	6195	7200	0	999	441	0	-1	0	0	0	0	0	0	1	0	5	12000	92	4194	10	44101190	10040	10441910	3	30441910	20441910	100441910	2	0	0	1	0	41_0_4h	0	翎皇无双，百劫不灭。	1000	147451	1000030	44101190	1000004	0	0	0	60490000	60490001	7	0	0	0	0	0	0	-1	0	0	41_0_4h
54101190	1	魂·依云	5	9	41	6180	7200	0	999	541	0	-1	0	0	0	0	0	0	1	0	203	4000	93	4195	10	54101190	10050	10541910	3	30541910	20541910	100541910	3	0	0	1	0	41_0_5h	0	翎皇依云，吞火食精金。	1000	212987	1000031	54101190	1000004	0	0	0	60590000	60590001	7	0	0	0	0	0	0	-1	0	0	41_0_5h
64101190	1	魂·阳灵	6	9	41	6191	7200	0	999	641	0	-1	0	0	0	0	0	0	1	0	203	4000	93	4196	10	64101190	10060	10641910	3	30641910	20641910	100641910	3	0	0	1	0	41_0_6h	0	阳灵停曜，祭天之所。	1000	212987	1000028	64101190	1000004	0	0	0	60690000	60690001	7	0	0	0	0	0	0	-1	0	0	41_0_6h
74101190	1	魂·翎皇护肩	7	9	41	6185	7200	0	999	741	0	-1	0	0	0	0	0	0	1	0	5	12000	92	4197	10	74101190	10070	10741910	3	30741910	20741910	100741910	2	0	0	1	0	41_0_7h	0	翎皇无双，百劫不灭。	1000	147451	1000061	74101190	1000004	0	0	0	60790000	60790001	7	0	0	0	0	0	0	-1	0	0	41_0_7h
84101190	1	魂·翎皇盔	8	9	41	6184	7200	0	999	841	0	-1	0	0	0	0	0	0	1	0	5	12000	92	4198	10	84101190	10080	10841910	3	30841910	20841910	100841910	2	0	0	1	0	41_0_8h	0	翎皇无双，百劫不灭。	1000	147451	1000060	84101190	1000004	0	0	0	60890000	60890001	7	0	0	0	0	0	0	-1	0	0	41_0_8h
94101190	1	魂·翎皇履	9	9	41	6199	7200	0	999	941	0	-1	0	0	0	0	0	0	1	0	5	12000	92	4199	10	94101190	10090	10941910	3	30941910	20941910	100941910	2	0	0	1	0	41_0_9h	0	翎皇无双，百劫不灭。	1000	147451	1000054	94101190	1000004	0	0	0	60990000	60990001	7	0	0	0	0	0	0	-1	0	0	41_0_9h
4102120	1	神·逐月	0	2	41	20	7200	0	999	41	0	-1	0	0	0	0	0	0	1	0	5	10600	21	14120	0	4102120	10000	10041210	3	30041210	20041210	100041220	0	0	0	1	item00_119	41_0_0h	0	逐月梦飞羽，流星贯长空。	1000	147467	1000024	4102120	1000004	0	0	0	60020000	60020001	7	1	8300	2001	800	5	3000	1	100041230	item00_119	41_0_0h
14102120	1	神·天星袍	1	2	41	30	7200	0	999	141	0	-1	0	0	0	0	0	0	1	0	5	10600	21	14121	0	14102120	10010	10141210	3	30141210	20141210	100141220	0	0	0	1	item00_119	41_0_1h	0	天风泣寒露，星奔万里诛。	1000	147467	1000032	14102120	1000004	0	0	0	60120000	60120001	7	1	5000	2002	800	5	3000	2	100141230	item00_119	41_0_1h
24102120	1	神·天星带	2	2	41	50	7200	0	999	241	0	-1	0	0	0	0	0	0	1	0	5	10600	21	14122	0	24102120	10020	10241210	3	30241210	20241210	100241220	0	0	0	1	item00_119	41_0_2h	0	天风泣寒露，星奔万里诛。	1000	147467	1000033	24102120	1000004	0	0	0	60220000	60220001	7	1	3400	2003	800	5	3000	3	100241230	item00_119	41_0_2h
34102120	1	神·天星裤	3	2	41	40	7200	0	999	341	0	-1	0	0	0	0	0	0	1	0	5	10600	21	14123	0	34102120	10030	10341210	3	30341210	20341210	100341220	0	0	0	1	item00_119	41_0_3h	0	天风泣寒露，星奔万里诛。	1000	147467	1000029	34102120	1000004	0	0	0	60320000	60320001	7	1	5000	2004	800	5	3000	4	100341230	item00_119	41_0_3h
44102120	1	神·天星护腕	4	2	41	45	7200	0	999	441	0	-1	0	0	0	0	0	0	1	0	5	8800	22	14124	0	44102120	10040	10441210	3	30441210	20441210	100441220	0	0	0	1	item00_119	41_0_4h	0	天风泣寒露，星奔万里诛。	1000	139291	1000030	44102120	1000004	0	0	0	60420000	60420001	7	1	3400	2005	800	5	3000	5	100441230	item00_119	41_0_4h
54102120	1	神·星辉	5	2	41	20	7200	0	999	541	0	-1	0	0	0	0	0	0	1	0	203	1500	23	14125	0	54102120	10050	10541210	3	30541210	20541210	100541220	0	0	0	1	item00_119	41_0_5h	0	彤火星辉，垂空撼地。	1000	204827	1000031	54102120	1000004	0	0	0	60520000	60520001	7	1	3300	2006	800	5	3000	6	100541230	item00_119	41_0_5h
64102120	1	神·言戒	6	2	41	38	7200	0	999	641	0	-1	0	0	0	0	0	0	1	0	203	1500	23	14126	0	64102120	10060	10641210	3	30641210	20641210	100641220	0	0	0	1	item00_119	41_0_6h	0	忘言沉思，顾盼自怜。	1000	204827	1000028	64102120	1000004	0	0	0	60620000	60620001	7	1	3300	2007	800	5	3000	7	100641230	item00_119	41_0_6h
74102120	1	神·天星护肩	7	2	41	35	7200	0	999	741	0	-1	0	0	0	0	0	0	1	0	5	8800	22	14127	0	74102120	10070	10741210	3	30741210	20741210	100741220	0	0	0	1	item00_119	41_0_7h	0	天风泣寒露，星奔万里诛。	1000	139291	1000061	74102120	1000004	0	0	0	60720000	60720001	7	1	1700	2008	800	5	3000	8	100741230	item00_119	41_0_7h
84102120	1	神·天星盔	8	2	41	25	7200	0	999	841	0	-1	0	0	0	0	0	0	1	0	5	8800	22	14128	0	84102120	10080	10841210	3	30841210	20841210	100841220	0	0	0	1	item00_119	41_0_8h	0	天风泣寒露，星奔万里诛。	1000	139291	1000060	84102120	1000004	0	0	0	60820000	60820001	7	1	3300	2009	800	5	3000	9	100841230	item00_119	41_0_8h
94102120	1	神·天星履	9	2	41	55	7200	0	999	941	0	-1	0	0	0	0	0	0	1	0	5	8800	22	14129	0	94102120	10090	10941210	3	30941210	20941210	100941220	0	0	0	1	item00_119	41_0_9h	0	天风泣寒露，星奔万里诛。	1000	139291	1000054	94102120	1000004	0	0	0	60920000	60920001	7	1	3300	2010	800	5	3000	0	100941230	item00_119	41_0_9h
4102130	1	神·殛雷	0	3	41	60	7200	0	999	41	0	-1	0	0	0	0	0	0	1	0	5	19200	31	14130	6	4102130	10000	10041310	3	30041310	20041310	100041320	1	0	0	1	item00_119	41_0_0h	0	天乾地坤，殛雷电殇	1000	147483	1000024	4102130	1000004	0	0	0	60030000	60030001	7	1	14940	2001	800	5	3000	1	100041330	item00_119	41_0_0h
14102130	1	神·殇电袍	1	3	41	66	7200	0	999	141	0	-1	0	0	0	0	0	0	1	0	5	19200	31	14131	6	14102130	10010	10141310	3	30141310	20141310	100141320	1	0	0	1	item00_119	41_0_1h	0	云壑隐雷，碧岚殇电。	1000	147483	1000032	14102130	1000004	0	0	0	60130000	60130001	7	1	9000	2002	800	5	3000	2	100141330	item00_119	41_0_1h
24102130	1	神·殇电带	2	3	41	76	7200	0	999	241	0	-1	0	0	0	0	0	0	1	0	5	19200	31	14132	6	24102130	10020	10241310	3	30241310	20241310	100241320	1	0	0	1	item00_119	41_0_2h	0	云壑隐雷，碧岚殇电。	1000	147483	1000033	24102130	1000004	0	0	0	60230000	60230001	7	1	6120	2003	800	5	3000	3	100241330	item00_119	41_0_2h
34102130	1	神·殇电裤	3	3	41	73	7200	0	999	341	0	-1	0	0	0	0	0	0	1	0	5	19200	31	14133	6	34102130	10030	10341310	3	30341310	20341310	100341320	1	0	0	1	item00_119	41_0_3h	0	云壑隐雷，碧岚殇电。	1000	147483	1000029	34102130	1000004	0	0	0	60330000	60330001	7	1	9000	2004	800	5	3000	4	100341330	item00_119	41_0_3h
44102130	1	神·殇电护腕	4	3	41	75	7200	0	999	441	0	-1	0	0	0	0	0	0	1	0	5	16000	32	14134	6	44102130	10040	10441310	3	30441310	20441310	100441320	2	0	0	1	item00_119	41_0_4h	0	云壑隐雷，碧岚殇电。	1000	139323	1000030	44102130	1000004	0	0	0	60430000	60430001	7	1	6120	2005	800	5	3000	5	100441330	item00_119	41_0_4h
54102130	1	神·壑雷	5	3	41	60	7200	0	999	541	0	-1	0	0	0	0	0	0	1	0	203	3600	33	14135	6	54102130	10050	10541310	3	30541310	20541310	100541320	3	0	0	1	item00_119	41_0_5h	0	湍瀑流争喧豗，砯崖转石万壑雷。	1000	204859	1000031	54102130	1000004	0	0	0	60530000	60530001	7	1	5940	2006	800	5	3000	6	100541330	item00_119	41_0_5h
64102130	1	神·照电	6	3	41	71	7200	0	999	641	0	-1	0	0	0	0	0	0	1	0	203	3600	33	14136	6	64102130	10060	10641310	3	30641310	20641310	100641320	3	0	0	1	item00_119	41_0_6h	0	桑麻荒旧国，雷电照前山。	1000	204859	1000028	64102130	1000004	0	0	0	60630000	60630001	7	1	5940	2007	800	5	3000	7	100641330	item00_119	41_0_6h
74102130	1	神·殇电护肩	7	3	41	65	7200	0	999	741	0	-1	0	0	0	0	0	0	1	0	5	16000	32	14137	6	74102130	10070	10741310	3	30741310	20741310	100741320	2	0	0	1	item00_119	41_0_7h	0	云壑隐雷，碧岚殇电。	1000	139323	1000061	74102130	1000004	0	0	0	60730000	60730001	7	1	3060	2008	800	5	3000	8	100741330	item00_119	41_0_7h
84102130	1	神·殇电盔	8	3	41	64	7200	0	999	841	0	-1	0	0	0	0	0	0	1	0	5	16000	32	14138	6	84102130	10080	10841310	3	30841310	20841310	100841320	2	0	0	1	item00_119	41_0_8h	0	云壑隐雷，碧岚殇电。	1000	139323	1000060	84102130	1000004	0	0	0	60830000	60830001	7	1	5940	2009	800	5	3000	9	100841330	item00_119	41_0_8h
94102130	1	神·殇电履	9	3	41	79	7200	0	999	941	0	-1	0	0	0	0	0	0	1	0	5	16000	32	14139	6	94102130	10090	10941310	3	30941310	20941310	100941320	2	0	0	1	item00_119	41_0_9h	0	云壑隐雷，碧岚殇电。	1000	139323	1000054	94102130	1000004	0	0	0	60930000	60930001	7	1	5940	2010	800	5	3000	0	100941330	item00_119	41_0_9h
4102140	1	神·星陨	0	4	41	1080	7200	0	999	41	0	-1	0	0	0	0	0	0	1	0	5	22000	41	14140	10	4102140	10000	10041410	3	30041410	20041410	100041420	1	0	0	1	item00_119	41_0_0h	0	苍穹有恨星陨落，沧海游龙昼连光。	1000	147515	1000024	4102140	1000004	0	0	0	60040000	60040001	7	1	26892	2001	800	5	3000	1	100041430	item00_119	41_0_0h
14102140	1	神·陨星袍	1	4	41	1086	7200	0	999	141	0	-1	0	0	0	0	0	0	1	0	5	22000	41	14141	10	14102140	10010	10141410	3	30141410	20141410	100141420	1	0	0	1	item00_119	41_0_1h	0	月沉沧海底,星陨太微边。	1000	147515	1000032	14102140	1000004	0	0	0	60140000	60140001	7	1	16200	2002	800	5	3000	2	100141430	item00_119	41_0_1h
24102140	1	神·陨星带	2	4	41	1096	7200	0	999	241	0	-1	0	0	0	0	0	0	1	0	5	22000	41	14142	10	24102140	10020	10241410	3	30241410	20241410	100241420	1	0	0	1	item00_119	41_0_2h	0	月沉沧海底,星陨太微边。	1000	147515	1000033	24102140	1000004	0	0	0	60240000	60240001	7	1	11016	2003	800	5	3000	3	100241430	item00_119	41_0_2h
34102140	1	神·陨星裤	3	4	41	1093	7200	0	999	341	0	-1	0	0	0	0	0	0	1	0	5	22000	41	14143	10	34102140	10030	10341410	3	30341410	20341410	100341420	1	0	0	1	item00_119	41_0_3h	0	月沉沧海底,星陨太微边。	1000	147515	1000029	34102140	1000004	0	0	0	60340000	60340001	7	1	16200	2004	800	5	3000	4	100341430	item00_119	41_0_3h
44102140	1	神·陨星护腕	4	4	41	1095	7200	0	999	441	0	-1	0	0	0	0	0	0	1	0	5	18000	42	14144	10	44102140	10040	10441410	3	30441410	20441410	100441420	2	0	0	1	item00_119	41_0_4h	0	月沉沧海底,星陨太微边。	1000	139387	1000030	44102140	1000004	0	0	0	60440000	60440001	7	1	11016	2005	800	5	3000	5	100441430	item00_119	41_0_4h
54102140	1	神·星曙	5	4	41	1080	7200	0	999	541	0	-1	0	0	0	0	0	0	1	0	203	6600	43	14145	10	54102140	10050	10541410	3	30541410	20541410	100541420	3	0	0	1	item00_119	41_0_5h	0	钟鼓初长夜，星河欲曙天。	1000	204923	1000031	54102140	1000004	0	0	0	60540000	60540001	7	1	10692	2006	800	5	3000	6	100541430	item00_119	41_0_5h
64102140	1	神·藏月	6	4	41	1091	7200	0	999	641	0	-1	0	0	0	0	0	0	1	0	203	6600	43	14146	10	64102140	10060	10641410	3	30641410	20641410	100641420	3	0	0	1	item00_119	41_0_6h	0	星辰往往壶中见，日月时时衲里藏。	1000	204923	1000028	64102140	1000004	0	0	0	60640000	60640001	7	1	10692	2007	800	5	3000	7	100641430	item00_119	41_0_6h
