Apr  2 20:42:51.049 2021@LM_INFO@  active LogDBCenterTask[1] succ!
Apr  2 20:42:51.350 2021@LM_INFO@get_table_no, cur_time:1617410571, table_no:20210402
Apr  2 20:42:59.388 2021@LM_ERROR@DB Error:[1064]:You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'INT DEFAULT 0,role_level         INT DEFAULT 0,role_vip_level     INT DEFAULT 0,' at line 1.
Apr  2 21:56:11.315 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414971, set_id=11, svr_type=9, svr_id=1001101, cache_type=12, cache_capa=5021, cache_size=0; 
Apr  2 21:56:11.318 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414971, set_id=11, svr_type=9, svr_id=1001101, cache_type=13, cache_capa=2027, cache_size=0; 
Apr  2 21:56:11.327 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414971, set_id=11, svr_type=9, svr_id=1001101, cache_type=14, cache_capa=1019, cache_size=0; 
Apr  2 21:56:11.953 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414971, set_id=1, svr_type=15, svr_id=1000001, cache_type=201, cache_capa=53, cache_size=15; 
Apr  2 21:56:12.039 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414972, set_id=1, svr_type=6, svr_id=1000001, cache_type=802, cache_capa=101051, cache_size=2; 
Apr  2 21:56:12.313 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414972, set_id=11, svr_type=9, svr_id=1001101, cache_type=1, cache_capa=21101, cache_size=0; 
Apr  2 21:56:12.317 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414972, set_id=11, svr_type=9, svr_id=1001101, cache_type=2, cache_capa=12289, cache_size=0; 
Apr  2 21:56:12.326 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414972, set_id=11, svr_type=9, svr_id=1001101, cache_type=3, cache_capa=389, cache_size=0; 
Apr  2 21:56:13.204 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414973, set_id=1, svr_type=5, svr_id=1000001, cache_type=401, cache_capa=3079, cache_size=0; 
Apr  2 21:56:13.315 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414973, set_id=11, svr_type=9, svr_id=1001101, cache_type=15, cache_capa=5021, cache_size=0; 
Apr  2 21:56:13.320 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414973, set_id=11, svr_type=9, svr_id=1001101, cache_type=16, cache_capa=53657, cache_size=0; 
Apr  2 21:56:13.921 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414973, set_id=1, svr_type=12, svr_id=1000001, cache_type=701, cache_capa=1019, cache_size=0; 
Apr  2 21:56:14.314 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414974, set_id=11, svr_type=9, svr_id=1001101, cache_type=18, cache_capa=769, cache_size=0; 
Apr  2 21:56:14.531 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414974, set_id=1, svr_type=11, svr_id=1001101, cache_type=508, cache_capa=2027, cache_size=0; 
Apr  2 21:56:14.998 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414974, set_id=1, svr_type=17, svr_id=1000001, cache_type=101, cache_capa=769, cache_size=0; 
Apr  2 21:56:15.057 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414975, set_id=1, svr_type=3, svr_id=1000001, cache_type=702, cache_capa=2027, cache_size=1; 
Apr  2 21:56:15.064 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414975, set_id=1, svr_type=3, svr_id=1000001, cache_type=703, cache_capa=181639, cache_size=0; 
Apr  2 21:56:15.317 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414975, set_id=11, svr_type=9, svr_id=1001101, cache_type=20, cache_capa=2027, cache_size=0; 
Apr  2 21:56:15.482 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414975, set_id=1, svr_type=11, svr_id=1001101, cache_type=503, cache_capa=3079, cache_size=0; 
Apr  2 21:56:15.490 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414975, set_id=1, svr_type=11, svr_id=1001101, cache_type=504, cache_capa=53, cache_size=0; 
Apr  2 21:56:15.510 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414975, set_id=1, svr_type=11, svr_id=1001101, cache_type=505, cache_capa=10139, cache_size=0; 
Apr  2 21:56:16.314 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414976, set_id=11, svr_type=9, svr_id=1001101, cache_type=19, cache_capa=1019, cache_size=0; 
Apr  2 21:56:16.394 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414976, set_id=1, svr_type=20, svr_id=1000001, cache_type=601, cache_capa=10139, cache_size=0; 
Apr  2 21:56:16.476 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414976, set_id=1, svr_type=11, svr_id=1001101, cache_type=502, cache_capa=389, cache_size=1; 
Apr  2 21:56:17.038 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414977, set_id=1, svr_type=6, svr_id=1000001, cache_type=801, cache_capa=256, cache_size=1; 
Apr  2 21:56:17.493 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414977, set_id=1, svr_type=11, svr_id=1001101, cache_type=506, cache_capa=10139, cache_size=0; 
Apr  2 21:56:17.497 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414977, set_id=1, svr_type=11, svr_id=1001101, cache_type=507, cache_capa=10139, cache_size=0; 
Apr  2 21:56:19.314 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414979, set_id=11, svr_type=9, svr_id=1001101, cache_type=21, cache_capa=2027, cache_size=0; 
Apr  2 21:56:19.473 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414979, set_id=1, svr_type=11, svr_id=1001101, cache_type=510, cache_capa=1019, cache_size=1; 
Apr  2 21:56:20.059 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414980, set_id=1, svr_type=3, svr_id=1000001, cache_type=702, cache_capa=2027, cache_size=1; 
Apr  2 21:56:20.063 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414980, set_id=1, svr_type=3, svr_id=1000001, cache_type=703, cache_capa=181639, cache_size=0; 
Apr  2 21:56:20.314 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414980, set_id=11, svr_type=9, svr_id=1001101, cache_type=5, cache_capa=769, cache_size=0; 
Apr  2 21:56:20.318 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414980, set_id=11, svr_type=9, svr_id=1001101, cache_type=6, cache_capa=6291469, cache_size=0; 
Apr  2 21:56:20.327 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414980, set_id=11, svr_type=9, svr_id=1001101, cache_type=7, cache_capa=4076, cache_size=0; 
Apr  2 21:56:20.336 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414980, set_id=11, svr_type=9, svr_id=1001101, cache_type=8, cache_capa=5021, cache_size=0; 
Apr  2 21:56:20.361 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414980, set_id=11, svr_type=9, svr_id=1001101, cache_type=9, cache_capa=21101, cache_size=0; 
Apr  2 21:56:20.379 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414980, set_id=11, svr_type=9, svr_id=1001101, cache_type=10, cache_capa=389, cache_size=0; 
Apr  2 21:56:20.476 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414980, set_id=1, svr_type=11, svr_id=1001101, cache_type=501, cache_capa=10139, cache_size=3; 
Apr  2 21:56:21.316 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414981, set_id=11, svr_type=9, svr_id=1001101, cache_type=11, cache_capa=21101, cache_size=0; 
Apr  2 21:56:21.954 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414981, set_id=1, svr_type=15, svr_id=1000001, cache_type=201, cache_capa=53, cache_size=15; 
Apr  2 21:56:22.035 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414982, set_id=1, svr_type=6, svr_id=1000001, cache_type=802, cache_capa=101051, cache_size=2; 
Apr  2 21:56:22.313 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414982, set_id=11, svr_type=9, svr_id=1001101, cache_type=4, cache_capa=1019, cache_size=0; 
Apr  2 21:56:22.524 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414982, set_id=1, svr_type=11, svr_id=1001101, cache_type=512, cache_capa=4019, cache_size=2; 
Apr  2 21:56:23.204 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414983, set_id=1, svr_type=5, svr_id=1000001, cache_type=401, cache_capa=3079, cache_size=0; 
Apr  2 21:56:23.315 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414983, set_id=11, svr_type=9, svr_id=1001101, cache_type=17, cache_capa=389, cache_size=0; 
Apr  2 21:56:23.541 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414983, set_id=1, svr_type=11, svr_id=1001101, cache_type=513, cache_capa=1543, cache_size=0; 
Apr  2 21:56:23.549 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414983, set_id=1, svr_type=11, svr_id=1001101, cache_type=514, cache_capa=1543, cache_size=0; 
Apr  2 21:56:23.897 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414983, set_id=1, svr_type=12, svr_id=1000001, cache_type=701, cache_capa=1019, cache_size=0; 
Apr  2 21:56:24.312 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414984, set_id=11, svr_type=9, svr_id=1001101, cache_type=12, cache_capa=5021, cache_size=0; 
Apr  2 21:56:24.317 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414984, set_id=11, svr_type=9, svr_id=1001101, cache_type=13, cache_capa=2027, cache_size=0; 
Apr  2 21:56:24.325 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414984, set_id=11, svr_type=9, svr_id=1001101, cache_type=14, cache_capa=1019, cache_size=0; 
Apr  2 21:56:24.478 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414984, set_id=1, svr_type=11, svr_id=1001101, cache_type=515, cache_capa=4019, cache_size=0; 
Apr  2 21:56:25.005 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414984, set_id=1, svr_type=17, svr_id=1000001, cache_type=101, cache_capa=769, cache_size=0; 
Apr  2 21:56:25.062 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414985, set_id=1, svr_type=3, svr_id=1000001, cache_type=702, cache_capa=2027, cache_size=1; 
Apr  2 21:56:25.079 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414985, set_id=1, svr_type=3, svr_id=1000001, cache_type=703, cache_capa=181639, cache_size=0; 
Apr  2 21:56:25.313 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414985, set_id=11, svr_type=9, svr_id=1001101, cache_type=1, cache_capa=21101, cache_size=0; 
Apr  2 21:56:25.316 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414985, set_id=11, svr_type=9, svr_id=1001101, cache_type=2, cache_capa=12289, cache_size=0; 
Apr  2 21:56:25.325 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414985, set_id=11, svr_type=9, svr_id=1001101, cache_type=3, cache_capa=389, cache_size=0; 
Apr  2 21:56:25.481 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414985, set_id=11, svr_type=11, svr_id=1001101, cache_type=516, cache_capa=389, cache_size=0; 
Apr  2 21:56:26.315 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414986, set_id=11, svr_type=9, svr_id=1001101, cache_type=15, cache_capa=5021, cache_size=0; 
Apr  2 21:56:26.318 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414986, set_id=11, svr_type=9, svr_id=1001101, cache_type=16, cache_capa=53657, cache_size=0; 
Apr  2 21:56:26.385 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
 SQL:INSERT INTO yt_log.cache_report_20210402 SET date_time=1617414986, set_id=1, svr_type=20, svr_id=1000001, cache_type=601, cache_capa=10139, cache_size=0; 
Apr  2 21:56:27.039 2021@LM_ERROR@DB Error:[145]:Table './yt_log/cache_report_20210402' is marked as crashed and should be repaired.
