备注	BUFF的ID(ID规则：弹道ID+2位流水号；如果是场景系统等没相关弹道的buff地图ID+2流水号，任务相关1000-1999)	一级分类（只在免疫、叠加计算使用了，其他时候都没用了，1属性改变，2生命恢复，4治疗加成，8无敌，16变身，32特殊，64减速、128沉默、256变羊、512定身、1024眩晕、2048昏睡、4096击退）	二级分类（如果两个buff一级分类相同，但是需要区分为不同类的buff，则使用二级分类）	BUFF类型（1、buff|2、debuff|3、场景buff(3类型buff，先不要用，应该无效））	BUFF等级（副主键，buff等级）	优先级（buff的优先级，优先级低的同类型buff会被高优先级替换）	叠加上限（buff的最大叠加层数，最大99）	触发方式（1时间触发(一般用在dot和hot等有触发间隔的)，2获得触发（关联属性计算改变），3被击触发，4攻击触发，5被击触发另外BUFF，6攻击触发另外BUFF，7移动触发）	CD类型ID（加上BUFF时检测的CD，仅是BUFF的CD，与技能无关）	CD时间(毫秒，具体的CD时间)	时间持续类型（1、墙上时间|2、在线时间|3、永久(NPC出生自带BUFF需要配成永久的)|4、时间叠加类buff墙上时间|5、时间叠加类buff在线时间|6、在某个时间前一直存在）	删除方式（0、不可删除|1、时间到删除|2、死亡删除|4、可以驱散删除|8、跳地图删除|16、使用技能删除|32、跳副本删除|64、被击删除|128、主动攻击删除|256、移动删除）	被击删除次数（被击删除时，才有效）	效果个数（效果个数，需要与后面的个数保持一致|当debuff类型为“受伤转化为施术者回血”时，占用第一个效果的“数值参数”填写转化百分比）	持续时间1（此效果的存在时间，单位毫秒，与buff时间一样则填写-1，如果时间比buff时间短，则此效果要填在后面）	触发间隔1（此效果的触发间隔，单位毫秒，加BUFF瞬间就生效则填写0(之后不再重复生效)，伤害类的DOT一定要填生效间隔的；当一级分类里为位移型hpdot（4194305），则触发间隔为移动距离）	生效条件1（关联至condition（跟程序确认一下））	关联效果id1（关联至skill_effect_cfg中的ID）	百分比参数1（关联的百分比）	数值参数1（关联的数值|当debuff类型为“受伤转化为施术者回血”时，占用第一个效果的“数值参数”填写转化百分比）	暴击率1（效果的单独暴击率）	暴击系数1（效果的单独暴击系数）	持续时间2	触发间隔2	生效条件2	关联效果id2	百分比参数2	数值参数2	暴击率2	暴击系数2	持续时间3	触发间隔3	生效条件3	关联效果id3	百分比参数3	数值参数3	暴击率3	暴击系数3	持续时间4	触发间隔4	生效条件4	关联效果id4	百分比参数4	数值参数4	暴击率4	暴击系数4	客户端表现ID	BUFF广播级别(0不广播，1广播)	BUFF的状态限制ID(关联状态限制表) 
减速	32012101	1	32012101	2	1	1	1	2	0	0	1	3	0	1	-1	0	0	2007	-50	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
减速光环-天书陵	32012102	32	32012102	1	1	1	1	1	0	0	1	40	0	1	-1	1000	0	9040	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
加速	32013101	1	32013101	1	1	1	1	2	0	0	1	3	0	1	-1	0	0	2007	50	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
加速光环-天书陵	32013102	32	32013102	1	1	1	1	1	0	0	1	40	0	1	-1	1000	0	9041	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
沉默	32014101	1	32014101	2	1	1	1	2	0	0	1	3	0	1	-1	0	0	2008	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
沉默光环-天书陵	32014102	32	32014102	1	1	1	1	1	0	0	1	40	0	1	-1	5000	0	9042	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
反弹	32015101	1	32015101	1	1	1	1	2	0	0	1	3	0	1	-1	0	0	5034	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
反弹光环-天书陵	32015102	32	32015102	1	1	1	1	1	0	0	1	40	0	1	-1	1000	0	9043	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
减速	32018101	1	32018101	2	1	1	1	2	0	0	1	3	0	1	-1	0	0	2007	-50	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
减速光环-天书陵	32018102	32	32018102	1	1	1	1	1	0	0	1	40	0	1	-1	1000	0	9046	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
解毒	32019101	1	32019101	2	1	10	1	2	0	0	1	3	0	1	-1	0	0	2007	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
木图腾-解毒	32019102	32	32019102	1	1	1	1	1	0	0	1	40	0	2	-1	4000	0	9060	0	0	0	0	-1	0	0	9006	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
解冰	32020101	1	32020101	2	1	10	1	2	0	0	1	3	0	1	-1	0	0	2007	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
火图腾-解冰	32020102	32	32020102	1	1	1	1	1	0	0	1	40	0	2	-1	4000	0	9061	0	0	0	0	-1	0	0	9006	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
解降攻击	32021101	1	32021101	2	1	10	1	2	0	0	1	3	0	1	-1	0	0	2007	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
金图腾-解降攻	32021102	32	32021102	1	1	1	1	1	0	0	1	40	0	2	-1	4000	0	9062	0	0	0	0	-1	0	0	9006	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
解降防御	32022101	1	32022101	2	1	10	1	2	0	0	1	3	0	1	-1	0	0	2007	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
土图腾-解降防	32022102	32	32022102	1	1	1	1	1	0	0	1	40	0	2	-1	4000	0	9063	0	0	0	0	-1	0	0	9006	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
增加攻击力	32023101	1	32023101	1	1	1	1	2	0	0	1	43	0	2	-1	0	0	3001	500	0	0	0	-1	0	0	3003	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
攻击光环-周陵	32023102	32	32023102	1	1	1	1	1	0	0	1	40	0	1	-1	1000	0	9064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
无敌	32024101	1	32024101	1	1	1	1	2	0	0	1	3	0	1	-1	0	0	5000	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
无敌光环-天书陵玩法	32024102	8	32024102	1	1	1	1	1	0	0	1	40	0	1	-1	1000	0	9065	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
副本关卡障碍出生自带无敌	201101	32	201101	1	1	1	1	2	0	0	1	0	0	1	-1	0	0	9006	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
嗜血狂暴光环	32025101	1	32025101	1	1	1	1	1	0	0	1	0	0	1	-1	1000	0	9076	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
嗜血狂暴	32025102	1	32025102	1	1	1	1	2	0	0	1	47	0	4	-1	0	0	3001	100	0	0	0	-1	0	0	3002	100	0	0	0	-1	0	0	3003	100	0	0	0	-1	0	0	3004	100	0	0	0	0	1	0
玄冰刃光环	32026101	1	32026101	1	1	1	1	1	0	0	1	0	0	1	-1	500	0	9078	0	0	0	0	-1	0	0	9006	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
玄冰刃减速	32026102	1	32026102	2	1	1	1	2	0	0	1	47	0	1	-1	0	0	2007	-60	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
黑暗爆裂光环	32027101	1	32027101	1	1	1	1	1	0	0	1	0	0	1	-1	3500	0	9079	0	0	0	0	-1	0	0	9006	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
黑暗爆裂减速	32027102	1	32027102	2	1	1	1	2	0	0	1	47	0	1	-1	0	0	2007	-80	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
守护光环	32028101	1	32028101	1	1	1	1	1	0	0	1	0	0	1	-1	500	0	9080	0	0	0	0	-1	0	0	9006	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
守护无敌	32028102	1	32028102	1	1	1	1	2	0	0	1	47	0	1	-1	0	0	5000	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
经验BUFF光环-6-神魔古墓初始阶段	32029101	32	32029101	1	1	1	1	1	0	0	1	0	0	1	-1	5000	0	9107	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
经验BUFF-6-神魔古墓初始阶段	32029102	32	32029102	1	1	1	1	1	0	0	1	47	0	1	-1	5000	0	9081	0	30450100	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
攻城战守卫NPC光环	32030101	32	32030101	1	1	1	1	1	0	0	1	0	0	1	-1	1000	0	9111	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
MOBA恢复球	410101	1	410101	1	1	1	1	1	0	0	1	43	0	1	-1	1000	0	3012	20	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
MOBA加速-剑客	410102	1	410102	1	1	1	1	2	0	0	1	43	0	1	-1	0	0	2007	80	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
MOBA加速-御灵	410103	1	410103	1	1	1	1	2	0	0	1	43	0	1	-1	0	0	2007	80	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
MOBA加速-刀客	410104	1	410104	1	1	1	1	2	0	0	1	43	0	1	-1	0	0	2007	80	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
MOBA加速-弓手	410105	1	410105	1	1	1	1	2	0	0	1	43	0	1	-1	0	0	2007	80	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
小药瓶碰撞buff	410106	1	410106	1	1	1	1	1	0	0	1	43	0	1	-1	1000	0	3012	10	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
狂暴碰撞buff	410107	1	410107	1	1	1	1	2	0	0	1	43	0	4	-1	0	0	3001	50	0	0	0	-1	0	0	3003	50	0	0	0	-1	0	0	3002	-25	0	0	0	-1	0	0	3004	-25	0	0	0	0	1	0
升级成长-MOBA攻击-1级	410120	1	410120	1	1	1	10	2	0	0	1	40	0	2	-1	0	0	3001	30	0	0	0	-1	0	0	3003	30	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
升级成长-MOBA防御-1级	410121	1	410121	1	1	1	10	2	0	0	1	40	0	2	-1	0	0	3002	30	0	0	0	-1	0	0	3004	30	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
升级成长-MOBA血量-1级	410122	1	410122	1	1	1	10	2	0	0	1	40	0	1	-1	0	0	3016	30	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
升级成长-MOBA暴击-1级	410123	1	410123	1	1	1	10	2	0	0	1	40	0	1	-1	0	0	3007	30	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
升级成长-MOBA暴防-1级	410124	1	410124	1	1	1	10	2	0	0	1	40	0	1	-1	0	0	3008	30	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
升级成长-MOBA命中-1级	410125	1	410125	1	1	1	10	2	0	0	1	40	0	1	-1	0	0	3005	30	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
升级成长-MOBA闪避-1级	410126	1	410126	1	1	1	10	2	0	0	1	40	0	1	-1	0	0	3006	30	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
升级成长-MOBA破招-1级	410127	1	410127	1	1	1	10	2	0	0	1	40	0	1	-1	0	0	3017	30	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
升级成长-MOBA专注-1级	410128	1	410128	1	1	1	10	2	0	0	1	40	0	1	-1	0	0	3018	30	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
升级成长-MOBA格挡-1级	410129	1	410129	1	1	1	10	2	0	0	1	40	0	1	-1	0	0	3019	30	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
升级成长-MOBA穿透-1级	410130	1	410130	1	1	1	10	2	0	0	1	40	0	1	-1	0	0	3020	30	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
（未入）MOBA伤害增加-1级	410131	1	410131	1	1	1	1	2	0	0	1	40	0	1	-1	0	0	3010	10	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
（未入）MOBA伤害减少-1级	410132	1	410210	1	1	1	1	2	0	0	1	40	0	1	-1	0	0	3011	0	1000	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
（未入）MOBA吸血-1级	410133	1	410220	1	1	1	1	2	0	0	1	40	0	1	-1	0	0	9011	10	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
（未入）MOBA回复-1级	410134	1	410210	1	1	1	1	2	0	0	1	40	0	1	-1	0	0	3012	4	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
周陵宝物老鼠表现	302101	1	302101	1	1	1	1	2	0	0	1	2	0	1	-1	0	0	3001	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
学院攻防BUFF-金钱紫	700101	1	700101	1	1	2	1	2	0	0	1	3	0	1	-1	0	0	3001	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
学院攻防BUFF-金钱蓝	700102	1	700101	1	1	1	1	2	0	0	1	3	0	1	-1	0	0	3001	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
学院攻防BUFF-星辉紫	700103	1	700101	1	1	2	1	2	0	0	1	3	0	1	-1	0	0	3001	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
学院攻防BUFF-星辉蓝	700104	1	700101	1	1	1	1	2	0	0	1	3	0	1	-1	0	0	3001	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
学院-离线观碑	700110	1	700110	1	1	1	1	2	0	0	1	507	0	1	-1	0	0	3001	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
学院宝库-检测用	701001	32	701001	1	1	1	1	1	0	0	1	1	0	1	-1	5000	0	9081	0	30700301	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
学院-守卫预警范围圈	700120	1	700120	1	1	1	1	2	0	0	1	507	0	1	-1	0	0	3001	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
学院武术系加成-1级	700111	1	700111	1	1	1	1	2	0	0	1	40	0	2	-1	0	0	3001	5	0	0	0	-1	0	0	3003	5	0	0	0	-1	0	0	3002	5	0	0	0	-1	0	0	3004	5	0	0	0	0	0	0
学院武术系加成-2级	700112	1	700112	1	1	1	1	2	0	0	1	40	0	2	-1	0	0	3001	10	0	0	0	-1	0	0	3003	10	0	0	0	-1	0	0	3002	10	0	0	0	-1	0	0	3004	10	0	0	0	0	0	0
学院武术系加成-3级	700113	1	700113	1	1	1	1	2	0	0	1	40	0	2	-1	0	0	3001	15	0	0	0	-1	0	0	3003	15	0	0	0	-1	0	0	3002	15	0	0	0	-1	0	0	3004	15	0	0	0	0	0	0
学院武术系加成-4级	700114	1	700114	1	1	1	1	2	0	0	1	40	0	2	-1	0	0	3001	20	0	0	0	-1	0	0	3003	20	0	0	0	-1	0	0	3002	20	0	0	0	-1	0	0	3004	20	0	0	0	0	0	0
学院武术系加成-5级	700115	1	700115	1	1	1	1	2	0	0	1	40	0	2	-1	0	0	3001	25	0	0	0	-1	0	0	3003	25	0	0	0	-1	0	0	3002	25	0	0	0	-1	0	0	3004	25	0	0	0	0	0	0
学院武术系加成-6级	700116	1	700116	1	1	1	1	2	0	0	1	40	0	2	-1	0	0	3001	30	0	0	0	-1	0	0	3003	30	0	0	0	-1	0	0	3002	30	0	0	0	-1	0	0	3004	30	0	0	0	0	0	0
学院武术系加成-7级	700117	1	700117	1	1	1	1	2	0	0	1	40	0	2	-1	0	0	3001	35	0	0	0	-1	0	0	3003	35	0	0	0	-1	0	0	3002	35	0	0	0	-1	0	0	3004	35	0	0	0	0	0	0
学院武术系加成-8级	700118	1	700118	1	1	1	1	2	0	0	1	40	0	2	-1	0	0	3001	40	0	0	0	-1	0	0	3003	40	0	0	0	-1	0	0	3002	40	0	0	0	-1	0	0	3004	40	0	0	0	0	0	0
学院武术系加成-9级	700119	1	700119	1	1	1	1	2	0	0	1	40	0	2	-1	0	0	3001	45	0	0	0	-1	0	0	3003	45	0	0	0	-1	0	0	3002	45	0	0	0	-1	0	0	3004	45	0	0	0	0	0	0
学院武术系加成-10级	700120	1	700120	1	1	1	1	2	0	0	1	40	0	2	-1	0	0	3001	50	0	0	0	-1	0	0	3003	50	0	0	0	-1	0	0	3002	50	0	0	0	-1	0	0	3004	50	0	0	0	0	0	0
学院武术系加成-11级	700121	1	700121	1	1	1	1	2	0	0	1	40	0	2	-1	0	0	3001	55	0	0	0	-1	0	0	3003	55	0	0	0	-1	0	0	3002	55	0	0	0	-1	0	0	3004	55	0	0	0	0	0	0
学院武术系加成-12级	700122	1	700122	1	1	1	1	2	0	0	1	40	0	2	-1	0	0	3001	60	0	0	0	-1	0	0	3003	60	0	0	0	-1	0	0	3002	60	0	0	0	-1	0	0	3004	60	0	0	0	0	0	0
学院武术系加成-13级	700123	1	700123	1	1	1	1	2	0	0	1	40	0	2	-1	0	0	3001	65	0	0	0	-1	0	0	3003	65	0	0	0	-1	0	0	3002	65	0	0	0	-1	0	0	3004	65	0	0	0	0	0	0
学院武术系加成-14级	700124	1	700124	1	1	1	1	2	0	0	1	40	0	2	-1	0	0	3001	70	0	0	0	-1	0	0	3003	70	0	0	0	-1	0	0	3002	70	0	0	0	-1	0	0	3004	70	0	0	0	0	0	0
学院武术系加成-15级	700125	1	700125	1	1	1	1	2	0	0	1	40	0	2	-1	0	0	3001	75	0	0	0	-1	0	0	3003	75	0	0	0	-1	0	0	3002	75	0	0	0	-1	0	0	3004	75	0	0	0	0	0	0
学院武术系加成-16级	700126	1	700126	1	1	1	1	2	0	0	1	40	0	2	-1	0	0	3001	80	0	0	0	-1	0	0	3003	80	0	0	0	-1	0	0	3002	80	0	0	0	-1	0	0	3004	80	0	0	0	0	0	0
学院武术系加成-17级	700127	1	700127	1	1	1	1	2	0	0	1	40	0	2	-1	0	0	3001	85	0	0	0	-1	0	0	3003	85	0	0	0	-1	0	0	3002	85	0	0	0	-1	0	0	3004	85	0	0	0	0	0	0
学院武术系加成-18级	700128	1	700128	1	1	1	1	2	0	0	1	40	0	2	-1	0	0	3001	90	0	0	0	-1	0	0	3003	90	0	0	0	-1	0	0	3002	90	0	0	0	-1	0	0	3004	90	0	0	0	0	0	0
学院武术系加成-19级	700129	1	700129	1	1	1	1	2	0	0	1	40	0	2	-1	0	0	3001	95	0	0	0	-1	0	0	3003	95	0	0	0	-1	0	0	3002	95	0	0	0	-1	0	0	3004	95	0	0	0	0	0	0
学院武术系加成-20级	700130	1	700130	1	1	1	1	2	0	0	1	40	0	2	-1	0	0	3001	100	0	0	0	-1	0	0	3003	100	0	0	0	-1	0	0	3002	100	0	0	0	-1	0	0	3004	100	0	0	0	0	0	0
周园名剑BUFF-绿	710001	1	710001	1	1	1	1	2	0	0	1	41	0	1	-1	0	0	3001	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
周园名剑BUFF-蓝	710002	1	710001	1	1	2	1	2	0	0	1	41	0	1	-1	0	0	3001	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
周园名剑BUFF-紫	710003	1	710001	1	1	3	1	2	0	0	1	41	0	1	-1	0	0	3001	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
周园名剑BUFF-橙	710004	1	710001	1	1	4	1	2	0	0	1	41	0	1	-1	0	0	3001	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
周园泉水	710010	1	710010	1	1	1	1	1	0	0	1	75	0	1	-1	1000	0	3012	10	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
精英表现	710011	1	710011	1	1	1	1	2	0	0	1	2	0	1	-1	0	0	3001	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
BOSS表现	710012	1	710012	1	1	1	1	2	0	0	1	2	0	1	-1	0	0	3001	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
伏魔任务BOSS表现	710018	1	710018	1	1	1	1	2	0	0	1	2	0	1	-1	0	0	3001	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
周园加速-剑客	710013	1	710013	1	1	1	1	2	0	0	1	43	0	1	-1	0	0	2007	50	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
周园加速-御灵	710014	1	710014	1	1	1	1	2	0	0	1	43	0	1	-1	0	0	2007	50	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
周园加速-刀客	710015	1	710015	1	1	1	1	2	0	0	1	43	0	1	-1	0	0	2007	50	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
周园加速-弓手	710016	1	710016	1	1	1	1	2	0	0	1	43	0	1	-1	0	0	2007	50	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
新手剑池保护BUFF	710017	1	710017	1	1	1	1	2	0	0	1	41	0	3	-1	0	0	3002	800	0	0	0	-1	0	0	3004	800	0	0	0	-1	0	0	3016	1000	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
BOSS通用-伤害减免90%	710019	1	710019	1	1	1	1	2	0	0	1	1	0	1	-1	0	0	3011	0	9000	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
BOSS通用-伤害加深50%	710020	1	710020	2	1	1	1	2	0	0	1	1	0	1	-1	0	0	3011	0	-5000	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
10连斩（表现）	710021	1	710021	1	1	1	1	2	0	0	1	1	0	1	-1	0	0	3001	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
30连斩（表现）	710022	1	710021	1	1	2	1	2	0	0	1	1	0	1	-1	0	0	3001	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
60连斩（表现）	710023	1	710021	1	1	3	1	2	0	0	1	1	0	1	-1	0	0	3001	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
进入地图短暂无敌	710030	32	0	1	1	1	1	2	0	0	1	57	0	1	-1	0	0	9006	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BOSS_BUFF（1连斩）	420101	1	420101	1	1	1	1	2	0	0	1	40	0	4	-1	0	0	3001	15	0	0	0	-1	0	0	3002	15	0	0	0	-1	0	0	3003	15	0	0	0	-1	0	0	3004	15	0	0	0	0	1	0
BOSS_BUFF（5连斩）	420102	1	420101	1	1	2	1	2	0	0	1	40	0	4	-1	0	0	3001	75	0	0	0	-1	0	0	3002	75	0	0	0	-1	0	0	3003	75	0	0	0	-1	0	0	3004	75	0	0	0	0	1	0
BOSS_BUFF（10连斩）	420103	1	420101	1	1	3	1	2	0	0	1	40	0	4	-1	0	0	3001	150	0	0	0	-1	0	0	3002	150	0	0	0	-1	0	0	3003	150	0	0	0	-1	0	0	3004	150	0	0	0	0	1	0
BOSS_BUFF（15连斩）	420104	1	420101	1	1	2	1	2	0	0	1	40	0	4	-1	0	0	3001	225	0	0	0	-1	0	0	3002	225	0	0	0	-1	0	0	3003	225	0	0	0	-1	0	0	3004	225	0	0	0	0	1	0
