成就ID(普通历练通关：1~300，普通历练三星：301~600，历练章节通关：601~650，历练章节满星：651~700，主线及系统开放：701~770，境界突破：771~800，目标成就：801~1700，目标零散1701~2100，魂装配方：2101~2140，七日成就2141~2300，充值首购2301~2350,祝福2351~2450，坐骑2451~2500，引导页2501~2600，引导成就2601-2650，灵宠购买限制2701~2800，封魔塔boss击杀成就2801~2850，海外首充成就2851~2900，仙道秘法成就2901~3000)	有效标志位	最大进度	完成类型(0自动完成，1手动完成)	前置成就ID	奖励道具ID	奖励道具数	奖励货币类型	奖励货币数	特殊奖励ID（已经改成通过reward_id来做，而不是drop了）	广播类型	广播内容	广播限制	触发成就1	触发成就2	触发成就3	触发成就4	触发成就5	触发事件	成就类型（0是普通成就，1是经脉成就，2是战灵碑成就）	状态限制(仅领取时有效，自动完成的不会有效果)	成就点数	触发祝福ID	触发邮件ID	增加战力值	触发脚本	待领奖时触发脚本	描述
2153	1	1	1	0	0	0	0	0	40503105	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	3级完美激活
2154	1	1	1	0	0	0	0	0	40503106	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	佩戴一个灵宝
2155	1	1	1	0	0	0	0	0	40503107	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	参与副本帮派宝库1次
2156	1	1	1	0	0	0	0	0	40503108	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	佩戴8件橙色装备
2157	1	1	1	0	0	0	0	0	40503109	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	4个技能达到15级
2158	1	1	1	0	0	0	0	0	40503200	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	2件装备强化+15
2159	1	1	1	0	0	0	0	0	40503201	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	4件装备强化+15
2160	1	1	1	0	0	0	0	0	40503202	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	8件装备强化+15
2161	1	1	1	0	0	0	0	0	40503203	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	3级强化激活
2162	1	1	1	0	0	0	0	0	40503204	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	2件装备强化+20
2163	1	1	1	0	0	0	0	0	40503205	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	4件装备强化+20
2164	1	1	1	0	0	0	0	0	40503206	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	6件装备强化+20
2165	1	1	1	0	0	0	0	0	40503207	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	8件装备强化+20
2166	1	1	1	0	0	0	0	0	40503208	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	4级强化激活
2167	1	1	1	0	0	0	0	0	40503209	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	2件装备强化+25
2168	1	1	1	0	0	0	0	0	40503400	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	镶嵌2个4级宝石
2169	1	1	1	0	0	0	0	0	40503401	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	镶嵌4个4级宝石
2170	1	1	1	0	0	0	0	0	40503402	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	镶嵌6个4级宝石
2171	1	1	1	0	0	0	0	0	40503403	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	镶嵌2个5级宝石
2172	1	1	1	0	0	0	0	0	40503404	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	镶嵌3个5级宝石
2173	1	1	1	0	0	0	0	0	40503405	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	镶嵌4个5级宝石
2174	1	1	1	0	0	0	0	0	40503406	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	镶嵌2个4级圆形宝石
2175	1	1	1	0	0	0	0	0	40503407	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	镶嵌2个6级宝石
2176	1	1	1	0	0	0	0	0	40503408	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	镶嵌2个5级圆形宝石
2177	1	1	1	0	0	0	0	0	40503409	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	镶嵌4个5级圆形宝石
2178	1	1	1	0	0	0	0	0	40503300	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	拥有4个A级宠物
2179	1	1	1	0	0	0	0	0	40503301	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	拥有1个S级宠物
2180	1	1	1	0	0	0	0	0	40503302	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	3级灵宠培养激活
2181	1	1	1	0	0	0	0	0	40503303	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	2级灵宠突破激活
2182	1	1	1	0	0	0	0	0	40503304	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	任意灵宠技能达到3级
2183	1	1	1	0	0	0	0	0	40503305	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	3级灵宠突破激活
2184	1	1	1	0	0	0	0	0	40503306	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	拥有2个S级宠物
2185	1	1	1	0	0	0	0	0	40503307	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	拥有4个S级宠物
2186	1	1	1	0	0	0	0	0	40503308	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	任意灵宠技能达到4级
2187	1	1	1	0	0	0	0	0	40503309	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	4级灵宠培养激活
2188	1	1	1	0	0	0	0	0	40503500	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	修为到20万
2189	1	1	1	0	0	0	0	0	40503501	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	修为到24万
2190	1	1	1	0	0	0	0	0	40503502	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	修为到28万
2191	1	1	1	0	0	0	0	0	40503503	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	修为到30万
2192	1	1	1	0	0	0	0	0	40503504	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	修为到33万
2193	1	1	1	0	0	0	0	0	40503505	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	修为到36万
2194	1	1	1	0	0	0	0	0	40503506	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	修为到42万
2195	1	1	1	0	0	0	0	0	40503600	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	魅力+200
2196	1	1	1	0	0	0	0	0	40503601	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	魅力+300
2197	1	1	1	0	0	0	0	0	40503602	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	魅力+500
2198	1	1	1	0	0	0	0	0	40503603	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	魅力+1000
2199	1	1	1	0	0	0	0	0	40503604	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	魅力+1500
2200	1	1	1	0	0	0	0	0	40503605	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	魅力+2000
2201	1	1	1	0	0	0	0	0	40503606	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	魅力+4000
2202	1	1	1	0	0	0	0	0	40520000	0	0	0	0	0	0	0	0	0	0	40051977	0	0	0	0	0	0	公测七天登录1
2203	1	1	1	0	0	0	0	0	40520001	0	0	0	0	0	0	0	0	0	0	40051978	0	0	0	0	0	0	公测七天登录2
2204	1	1	1	0	0	0	0	0	40520002	0	0	0	0	0	0	0	0	0	0	40051979	0	0	0	0	0	0	公测七天登录3
2205	1	1	1	0	0	0	0	0	40520003	0	0	0	0	0	0	0	0	0	0	40051980	0	0	0	0	0	0	公测七天登录4
2206	1	1	1	0	0	0	0	0	40520004	0	0	0	0	0	0	0	0	0	0	40051981	0	0	0	0	0	0	公测七天登录5
2207	1	1	1	0	0	0	0	0	40520005	0	0	0	0	0	0	0	0	0	0	40051982	0	0	0	0	0	0	公测七天登录6
2208	1	1	1	0	0	0	0	0	40520006	0	0	0	0	0	0	0	0	0	0	40051983	0	0	0	0	0	0	公测七天登录7
2300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	魂图结束，七天开始
2301	1	1	0	0	0	0	204	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：6元
2302	1	1	0	0	0	0	204	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：30元
2303	1	1	0	0	0	0	204	980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：98元
2304	1	1	0	0	0	0	204	1980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：198元
2305	1	1	0	0	0	0	204	3280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：328元
2306	1	1	0	0	0	0	204	6480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：648元
2307	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4001	0	0	0	0	成长基金购买成就
2308	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4002	0	0	0	0	登录基金购买成就
2309	1	1	0	0	0	0	0	0	30507000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	周卡首次购买成就
2310	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	月卡首次购买成就
2311	1	1	0	0	0	0	204	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：6元
2312	1	1	0	0	0	0	204	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：30元
2313	1	1	0	0	0	0	204	980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：98元
2314	1	1	0	0	0	0	204	1980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：198元
2315	1	1	0	0	0	0	204	3280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：328元
2316	1	1	0	0	0	0	204	6480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：648元
2317	1	1	0	0	0	0	204	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：0.99美元
2318	1	1	0	0	0	0	204	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：4.99美元
2319	1	1	0	0	0	0	204	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：9.99美元
2320	1	1	0	0	0	0	204	1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：14.99美元
2321	1	1	0	0	0	0	204	2415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：29.99美元
2322	1	1	0	0	0	0	204	4130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：49.99美元
2323	1	1	0	0	0	0	204	8400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：99.99美元
2324	1	1	0	0	0	0	204	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充30新台币
2325	1	1	0	0	0	0	204	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充150新台币
2326	1	1	0	0	0	0	204	980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充300新台币
2327	1	1	0	0	0	0	204	2010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充450新台币
2328	1	1	0	0	0	0	204	3040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充890新台币
2329	1	1	0	0	0	0	204	4080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充1490新台币
2330	1	1	0	0	0	0	204	6280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充2990新台币
2331	1	1	0	0	0	0	204	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：6元（12.12重置后用）
2332	1	1	0	0	0	0	204	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：30元（12.12重置后用）
2333	1	1	0	0	0	0	204	980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：98元（12.12重置后用）
2334	1	1	0	0	0	0	204	1980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：198元（12.12重置后用）
2335	1	1	0	0	0	0	204	3280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：328元（12.12重置后用）
2336	1	1	0	0	0	0	204	6480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：648元（12.12重置后用）
2337	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	登录基金购买成就
2338	1	1	0	0	0	0	204	19980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：1998元（12.12重置后用）
2339	1	1	0	0	0	0	204	64980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：6498元（12.12重置后用）
2344	1	1	0	0	0	0	204	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：6元
2345	1	1	0	0	0	0	204	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：30元
2346	1	1	0	0	0	0	204	980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：98元
2347	1	1	0	0	0	0	204	1980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：198元
2348	1	1	0	0	0	0	204	3280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：328元
2349	1	1	0	0	0	0	204	6480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首充：648元
2350	1	1	1	0	0	0	0	0	40508001	0	0	0	0	0	0	0	0	0	0	0	0	2001	0	0	0	0	完成首冲
2351	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101001	0	0	0	0	祝福-升到20级
2352	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101002	0	0	0	0	祝福-升到50级
2353	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101003	0	0	0	0	祝福-升到30级
2354	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101004	0	0	0	0	祝福-升到60级
2355	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101005	0	0	0	0	祝福-升到70级
2356	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101006	0	0	0	0	祝福-升到80级
2357	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-1级强化激活
2358	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-2级强化激活
2359	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201003	0	0	0	0	祝福-3级强化激活
2360	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201004	0	0	0	0	祝福-4级强化激活
2361	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201005	0	0	0	0	祝福-5级强化激活
2362	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201006	0	0	0	0	祝福-6级强化激活
2363	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201007	0	0	0	0	祝福-7级强化激活
2364	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201008	0	0	0	0	祝福-8级强化激活
2365	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201009	0	0	0	0	祝福-9级强化激活
2366	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201010	0	0	0	0	祝福-10级强化激活
2367	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-二阶武器魂装
2368	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202007	0	0	0	0	祝福-二阶主部位魂装
2369	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202013	0	0	0	0	祝福-二阶辅+主魂装
2370	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202019	0	0	0	0	祝福-二阶主+辅+饰魂装
2371	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-三阶武器魂装
2372	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202008	0	0	0	0	祝福-三阶主部位魂装
2373	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202014	0	0	0	0	祝福-三阶辅+主魂装
2374	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202020	0	0	0	0	祝福-三阶主+辅+饰魂装
2375	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-四阶武器魂装
2376	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202009	0	0	0	0	祝福-四阶主部位魂装
2377	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202015	0	0	0	0	祝福-四阶辅+主魂装
2378	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202021	0	0	0	0	祝福-四阶主+辅+饰魂装
2379	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-五阶武器魂装
2380	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202010	0	0	0	0	祝福-五阶主部位魂装
2381	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202016	0	0	0	0	祝福-五阶辅+主魂装
2382	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202022	0	0	0	0	祝福-五阶主+辅+饰魂装
2383	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-六阶武器魂装
2384	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202011	0	0	0	0	祝福-六阶主部位魂装
2385	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202017	0	0	0	0	祝福-六阶辅+主魂装
2386	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202023	0	0	0	0	祝福-六阶主+辅+饰魂装
2387	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-七阶武器魂装
2388	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202012	0	0	0	0	祝福-七阶主部位魂装
2389	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202018	0	0	0	0	祝福-七阶辅+主魂装
2390	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202024	0	0	0	0	祝福-七阶主+辅+饰魂装
2391	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203001	0	0	0	0	祝福-1级精炼激活
2392	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203002	0	0	0	0	祝福-2级精炼激活
2393	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203003	0	0	0	0	祝福-3级精炼激活
2394	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203004	0	0	0	0	祝福-4级精炼激活
2395	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203005	0	0	0	0	祝福-5级精炼激活
2396	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203006	0	0	0	0	祝福-6级精炼激活
2397	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203007	0	0	0	0	祝福-7级精炼激活
2398	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203008	0	0	0	0	祝福-8级精炼激活
2399	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203009	0	0	0	0	祝福-9级精炼激活
2400	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203010	0	0	0	0	祝福-10级精炼激活
2401	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-1级完美激活
2402	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204002	0	0	0	0	祝福-2级完美激活
2403	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204003	0	0	0	0	祝福-3级完美激活
2404	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204004	0	0	0	0	祝福-4级完美激活
2405	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204005	0	0	0	0	祝福-5级完美激活
2406	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204006	0	0	0	0	祝福-6级完美激活
2407	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204007	0	0	0	0	祝福-7级完美激活
2408	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204008	0	0	0	0	祝福-8级完美激活
2409	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204009	0	0	0	0	祝福-9级完美激活
2410	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204010	0	0	0	0	祝福-10级完美激活
2411	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-封魔塔通关3层
2412	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-封魔塔通关6层
2413	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-封魔塔通关9层
2414	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701001	0	0	0	0	祝福-达到1转
2415	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701002	0	0	0	0	祝福-达到2转
2416	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701003	0	0	0	0	祝福-达到3转
2417	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701004	0	0	0	0	祝福-达到4转
2418	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701005	0	0	0	0	祝福-达到5转
2419	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-合成1本经文
2420	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-激活6本经文
2421	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-4技能2级
2422	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-4技能10级
2423	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-4技能15级
2424	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-4技能20级
2425	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-3只坐骑
2426	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-5只坐骑
2427	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-7只坐骑
2428	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-赏花1次
2429	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-赏花5次
2430	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-拥有5个好友
2431	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-拥有20个好友
2432	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-拥有50个好友
2433	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-1个S级灵宠
2434	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601002	0	0	0	0	祝福-4个S级灵宠
2435	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601003	0	0	0	0	祝福-7个S级灵宠
2436	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601004	0	0	0	0	祝福-1个SS级灵宠
2437	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	602001	0	0	0	0	祝福-获得1个异化灵宠
2438	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	602002	0	0	0	0	祝福-获得1个魂化灵宠
2439	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	602003	0	0	0	0	祝福-获得1个神化灵宠
2440	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205001	0	0	0	0	祝福-4件上古三阶装备
2441	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205002	0	0	0	0	祝福-4件上古四阶装备
2442	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205003	0	0	0	0	祝福-4件上古五阶装备
2443	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205004	0	0	0	0	祝福-4件上古六阶装备
2444	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201011	0	0	0	0	祝福-合成紫色灵宝武器
2445	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201012	0	0	0	0	祝福-紫色灵宝武器强化+10
2446	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201013	0	0	0	0	祝福-紫色灵宝武器强化+15
2447	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福-一个符印
2450	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	祝福结束，坐骑开始
